Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,235.0,78.0,33.2%,15.0,8.0,53.3%,56.0,20.0,35.7%
Opp. Stats,221.0,74.0,33.5%,12.0,6.0,50.0%,45.0,22.0,48.9%
Lg Rank Offense,,,26,,,11,,,31
Lg Rank Defense,,,2,,,17,,,14
