Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,194.0,89.0,45.9%,11.0,8.0,72.7%,65.0,37.0,56.9%
Opp. Stats,207.0,84.0,40.6%,24.0,13.0,54.2%,53.0,28.0,52.8%
Lg Rank Offense,,,4,,,3,,,11
Lg Rank Defense,,,20,,,17,,,16
