Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Peyton Manning,29.0,QB,16,16,14-2-0,305,453,67.3,3747,28,6.2,10,2.2,198,55.7,80.0,8.3,8.51,12.3,234.2,104.1,17,81,3.62,7.8,8.03,1,1,"PB,AP-1,AP MVP-2,AP OPoY-2"
2.0,Jim Sorgi,25.0,QB,5,0,,42,61,68.9,444,3,4.9,1,1.6,20,46.9,45.0,7.3,7.52,10.6,88.8,99.4,3,14,4.69,6.72,6.95,0,0,
3.0,Hunter Smith,28.0,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,14-2-0,347,515,67.4,4096,31,6.0,11,2.1,218,54.6,80.0,8.1,8.38,12.1,256.0,103.3,20,95,3.74,7.66,7.89,1,1,
