Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,185.0,70.0,37.8%,14.0,4.0,28.6%,45.0,34.0,75.6%
Opp. Stats,204.0,74.0,36.3%,25.0,10.0,40.0%,47.0,32.0,68.1%
Lg Rank Offense,,,18,,,30,,,1
Lg Rank Defense,,,8,,,8,,,31
