Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,202.0,75.0,37.1%,7.0,5.0,71.4%,42.0,19.0,45.2%
Opp. Stats,224.0,96.0,42.9%,15.0,11.0,73.3%,48.0,23.0,47.9%
Lg Rank Offense,,,19,,,2,,,25
Lg Rank Defense,,,28,,,31,,,11
