Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,209.0,92.0,44.0,8.0,3.0,37.5,63.0,32.0,50.8
Opp. Stats,199.0,72.0,36.2,19.0,6.0,31.6,39.0,24.0,61.5
Lg Rank Offense,,,2.0,,,24.0,,,22.0
Lg Rank Defense,,,7.0,,,7.0,,,28.0
