Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,365,5568,1018.0,5.5,26,9,313,323.0,503,3421,20,17,6.5,164.0,492,2147,19,4.4,122.0,102.0,812.0,27.0,191.0,34.0,13.1,Own 30.3,2:33,5.5,29.1,1.84
Opp. Stats,344,5749,1067.0,5.4,26,6,337,365.0,608,3888,18,20,6.2,197.0,439,1861,16,4.2,105.0,105.0,876.0,35.0,184.0,32.6,13.6,Own 26.2,2:39,6.0,31.1,1.72
Lg Rank Offense,15,15,,,21,13,18,,25,21,22,24,15.0,,5,6,2,12.0,,,,,,16.0,10.0,4,21,24.0,20.0,16.0
Lg Rank Defense,12,22,,,10,27,25,,30,20,3,3,13.0,,21,20,27,18.0,,,,,,18.0,10.0,9,18,28.0,22.0,12.0
