Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,435,5501,1013.0,5.4,21,12,310,315.0,502,3878,30,9,7.4,211.0,486,1623,11,3.3,84.0,110.0,887.0,15.0,188.0,39.4,9.6,Own 34.1,2:48,5.59,29.4,2.07
Opp. Stats,324,4901,926.0,5.3,34,13,275,332.0,546,3606,20,21,6.2,167.0,342,1295,10,3.8,79.0,96.0,793.0,29.0,188.0,29.8,16.0,Own 29.2,2:19,5.1,26.0,1.53
Lg Rank Offense,5,8,,,4,18,10,,22,5,3,2,1.0,,9,26,20,31.0,,,,,,3.0,31.0,2,4,11.0,8.0,6.0
Lg Rank Defense,13,12,,,8,7,9,,27,30,16,8,25.0,,1,1,6,7.0,,,,,,18.0,9.0,1,4,4.0,11.0,12.0
