Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Alex Smith,29.0,QB,15,15,11-4-0,308,508,60.6,3313,23,4.5,7,1.4,168,42.0,71,6.5,6.81,10.8,220.9,89.1,45.0,39,210,7.13,5.67,5.94,1,1,"PB,AP CPoY-6"
2.0,Chase Daniel,27.0,QB,5,1,0-1-0,25,38,65.8,248,1,2.6,1,2.6,14,37.5,48,6.5,5.87,9.9,49.6,81.9,70.0,2,11,5.0,5.93,5.3,0,0,
,Team Totals,,,16,16,11-5-0,333,546,61.0,3340,24,4.4,8,1.5,182,41.7,71,6.5,6.74,10.7,208.8,88.6,,41,221,6.98,5.69,5.89,1,1,
