Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,248.0,75.0,30.2%,37.0,18.0,48.6%,43.0,19.0,44.2%
Opp. Stats,216.0,80.0,37.0%,19.0,10.0,52.6%,59.0,36.0,61.0%
Lg Rank Offense,,,30,,,20,,,31
Lg Rank Defense,,,9,,,19,,,25
