Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Tyrod Taylor,34.0,QB,11,5,2-3-0,116,180,64.4,1341,5,2.8,3,1.7,52,43.7,80.0,7.5,7.26,11.6,121.9,89.1,48.6,17,94,8.63,6.33,6.15,0,0,
2.0,Tommy DeVito,25.0,QB,9,6,3-3-0,114,178,64.0,1101,8,4.5,3,1.7,46,32.1,41.0,6.2,6.33,9.7,122.3,89.2,24.3,37,196,17.21,4.21,4.33,1,2,
3.0,Daniel Jones,26.0,QB,6,6,1-5-0,108,160,67.5,909,2,1.3,6,3.8,43,37.4,58.0,5.7,4.24,8.4,151.5,70.5,37.1,30,167,15.79,3.91,2.69,1,1,
4.0,Parris Campbell,26.0,WR,12,3,,0,0,,0,0,,0,,0,,,,,,0.0,,0.0,1,8,100.0,-8.0,-8.0,0,0,
,Team Totals,,,17,17,6-11-0,338,518,65.3,2886,15,2.9,12,2.3,141,37.5,80.0,6.5,6.01,9.9,169.8,83.4,,85,465,14.1,4.79,4.39,2,3,
