Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,199.0,84.0,42.2%,14.0,10.0,71.4%,56.0,30.0,53.6%
Opp. Stats,216.0,85.0,39.4%,18.0,10.0,55.6%,44.0,22.0,50.0%
Lg Rank Offense,,,10,,,4,,,15
Lg Rank Defense,,,15,,,22,,,10
