Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,224.0,72.0,32.1%,13.0,6.0,46.2%,54.0,24.0,44.4%
Opp. Stats,215.0,80.0,37.2%,16.0,9.0,56.3%,36.0,20.0,55.6%
Lg Rank Offense,,,28,,,18,,,23
Lg Rank Defense,,,15,,,18,,,23
