Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Josh Allen,26.0,QB,16,16,13-3-0,359,567,63.3,4283,35,6.2,14,2.5,214,52.2,98,7.6,7.68,11.9,267.7,96.6,73.4,33,162,5.5,6.87,6.99,3,4,"PB,AP MVP-3,AP OPoY-8"
2.0,Case Keenum,34.0,QB,2,0,,2,7,28.6,8,0,0.0,0,0.0,0,,5,1.1,1.14,4.0,4.0,39.6,4.7,0,0,0.0,1.14,1.14,0,0,
,Team Totals,,,16,16,13-3-0,361,574,62.9,4129,35,6.1,14,2.4,214,51.6,98,7.5,7.6,11.9,258.1,95.8,,33,162,5.44,6.8,6.92,3,4,
