Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,222.0,78.0,35.1%,19.0,10.0,52.6%,44.0,30.0,68.2%
Opp. Stats,226.0,102.0,45.1%,7.0,4.0,57.1%,66.0,41.0,62.1%
Lg Rank Offense,,,30,,,13,,,2
Lg Rank Defense,,,29,,,22,,,27
