Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,197.0,73.0,37.1%,16.0,7.0,43.8%,43.0,23.0,53.5%
Opp. Stats,201.0,93.0,46.3%,12.0,8.0,66.7%,62.0,37.0,59.7%
Lg Rank Offense,,,19,,,27,,,22
Lg Rank Defense,,,30,,,28,,,18
