Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jameis Winston,24.0,QB,11,9,3-6-0,244,378,64.6,2992,19,5.0,14,3.7,152,50.6,64.0,7.9,7.25,12.3,272.0,90.2,66.2,27,157,6.67,7.0,6.38,0,1,
2.0,Ryan Fitzpatrick,36.0,QB,8,7,2-5-0,164,246,66.7,2366,17,6.9,12,4.9,113,51.9,75.0,9.6,8.8,14.4,295.8,100.4,61.0,14,76,5.38,8.81,8.04,0,0,
3.0,Bryan Anger,30.0,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,5-11-0,408,625,65.3,5125,36,5.8,26,4.2,265,51.1,75.0,8.6,7.85,13.1,320.3,94.1,,41,233,6.16,7.7,7.02,0,1,
