Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,226.0,92.0,40.7%,15.0,6.0,40.0%,55.0,27.0,49.1%
Opp. Stats,218.0,78.0,35.8%,17.0,10.0,58.8%,49.0,24.0,49.0%
Lg Rank Offense,,,14,,,22,,,20
Lg Rank Defense,,,6,,,25,,,9
