Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Jake Plummer,29.0,QB,11,11,9-2-0,189,302,62.6,2182,15,5.0,7,2.3,115,49.4,60.0,7.2,7.18,11.5,198.4,91.2,14,73,4.43,6.67,6.63,1,1,AP CPoY-8
2.0,Danny Kanell,30.0,QB,5,2,0-2-0,53,103,51.5,442,2,1.9,5,4.9,26,34.3,26.0,4.3,2.5,8.3,88.4,49.1,2,24,1.9,3.98,2.22,0,0,
3.0,Steve Beuerlein,38.0,QB,4,2,1-1-0,33,63,52.4,389,2,3.2,5,7.9,18,34.7,38.0,6.2,3.24,11.8,97.3,49.0,9,60,12.5,4.57,2.0,0,1,
4.0,Rod Smith,33.0,WR,15,15,,1,1,100.0,72,0,0.0,0,0.0,1,100.0,72.0,72.0,72.0,72.0,4.8,118.7,0,0,0.0,72.0,72.0,0,0,
5.0,Jarious Jackson,26.0,QB,1,1,0-1-0,4,9,44.4,41,0,0.0,1,11.1,3,33.3,16.0,4.6,-0.44,10.3,41.0,18.5,0,0,0.0,4.56,-0.44,0,0,
6.0,Micah Knorr,28.0,P,16,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,10-6-0,280,479,58.5,2969,19,4.0,18,3.8,163,43.8,72.0,6.5,5.63,11.2,185.6,75.6,25,157,4.96,5.89,5.04,1,2,
