Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 8,4:25PM ET,boxscore,W,,1-0,@,Cleveland Browns,33.0,17.0,15.0,265.0,163.0,102.0,,15.0,230.0,137.0,93.0,2.0,-5.45,19.86,3.02
2,Sun,September 15,1:00PM ET,boxscore,L,,1-1,,New Orleans Saints,19.0,44.0,20.0,353.0,285.0,68.0,2.0,24.0,432.0,242.0,190.0,1.0,-4.63,-26.86,7.86
3,Sun,September 22,4:25PM ET,boxscore,L,,1-2,,Baltimore Ravens,25.0,28.0,26.0,412.0,361.0,51.0,1.0,24.0,456.0,182.0,274.0,,8.34,-20.98,5.94
4,Thu,September 26,8:15PM ET,boxscore,W,,2-2,@,New York Giants,20.0,15.0,14.0,293.0,213.0,80.0,,16.0,303.0,277.0,26.0,1.0,5.38,0.76,-2.25
5,Sun,October 6,8:20PM ET,boxscore,W,,3-2,@,Pittsburgh Steelers,20.0,17.0,25.0,445.0,336.0,109.0,3.0,17.0,226.0,134.0,92.0,1.0,11.22,-2.75,-2.98
6,Sun,October 13,4:25PM ET,boxscore,L,,3-3,,Detroit Lions,9.0,47.0,16.0,251.0,198.0,53.0,5.0,27.0,492.0,308.0,184.0,,-24.28,-24.4,9.24
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 27,8:20PM ET,boxscore,L,,3-4,@,San Francisco 49ers,24.0,30.0,18.0,292.0,236.0,56.0,2.0,19.0,469.0,246.0,223.0,,2.84,-12.85,-2.18
9,Sun,November 3,1:00PM ET,boxscore,L,,3-5,@,Atlanta Falcons,21.0,27.0,23.0,378.0,241.0,137.0,,17.0,310.0,210.0,100.0,1.0,0.36,-3.85,-0.45
10,Sun,November 10,4:25PM ET,boxscore,L,,3-6,,Philadelphia Eagles,6.0,34.0,11.0,146.0,49.0,97.0,5.0,24.0,348.0,161.0,187.0,2.0,-31.22,-6.18,7.13
11,Mon,November 18,8:15PM ET,boxscore,L,,3-7,,Houston Texans,10.0,34.0,24.0,388.0,324.0,64.0,2.0,21.0,391.0,250.0,141.0,1.0,-11.82,-11.8,4.13
12,Sun,November 24,1:00PM ET,boxscore,W,,4-7,@,Washington Commanders,34.0,26.0,19.0,332.0,241.0,91.0,1.0,19.0,412.0,267.0,145.0,3.0,1.77,-4.31,5.36
13,Thu,November 28,4:30PM ET,boxscore,W,,5-7,,New York Giants,27.0,20.0,21.0,317.0,195.0,122.0,,17.0,247.0,131.0,116.0,2.0,3.74,12.9,-9.17
14,Mon,December 9,8:15PM ET,boxscore,L,,5-8,,Cincinnati Bengals,20.0,27.0,17.0,322.0,166.0,156.0,2.0,23.0,433.0,359.0,74.0,1.0,0.91,-10.83,2.06
15,Sun,December 15,1:00PM ET,boxscore,W,,6-8,@,Carolina Panthers,30.0,14.0,24.0,410.0,199.0,211.0,1.0,16.0,235.0,175.0,60.0,4.0,13.16,5.8,1.21
16,Sun,December 22,8:20PM ET,boxscore,W,,7-8,,Tampa Bay Buccaneers,26.0,24.0,15.0,317.0,286.0,31.0,,25.0,410.0,276.0,134.0,2.0,-0.21,-5.82,9.0
17,Sun,December 29,1:00PM ET,boxscore,L,,7-9,@,Philadelphia Eagles,7.0,41.0,16.0,268.0,141.0,127.0,4.0,20.0,376.0,197.0,179.0,,-14.87,-19.78,2.29
18,Sun,January 5,1:00PM ET,boxscore,L,,7-10,,Washington Commanders,19.0,23.0,23.0,378.0,228.0,150.0,,18.0,269.0,156.0,113.0,1.0,2.48,-5.93,2.57
