Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,1:03PM ET,boxscore,L,,0-1,,New York Jets,16.0,23.0,22.0,328.0,242.0,86.0,3.0,24.0,393.0,302.0,91.0,2.0,-8.84,-3.69,7.96
2,Sun,September 17,4:15PM ET,boxscore,L,,0-2,@,San Diego Chargers,7.0,40.0,14.0,218.0,163.0,55.0,2.0,26.0,476.0,235.0,241.0,,-8.63,-20.62,1.84
3,Sun,September 24,1:02PM ET,boxscore,L,,0-3,@,Miami Dolphins,10.0,13.0,14.0,316.0,254.0,62.0,3.0,17.0,289.0,130.0,159.0,1.0,-8.53,1.8,2.74
4,Sun,October 1,1:04PM ET,boxscore,L,,0-4,,Dallas Cowboys,14.0,45.0,16.0,229.0,151.0,78.0,3.0,23.0,396.0,179.0,217.0,1.0,-15.23,-22.31,3.66
5,Sun,October 8,1:02PM ET,boxscore,L,,0-5,@,Indianapolis Colts,13.0,14.0,15.0,277.0,63.0,214.0,1.0,20.0,320.0,166.0,154.0,2.0,-1.58,-0.28,4.1
6,Sun,October 15,1:02PM ET,boxscore,W,,1-5,@,Washington Redskins,25.0,22.0,21.0,344.0,151.0,193.0,,18.0,305.0,180.0,125.0,2.0,2.72,-1.91,1.95
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 29,1:02PM ET,boxscore,W,,2-5,,Houston Texans,28.0,22.0,10.0,197.0,86.0,111.0,,26.0,427.0,279.0,148.0,5.0,-3.44,1.92,8.38
9,Sun,November 5,1:03PM ET,boxscore,L,,2-6,@,Jacksonville Jaguars,7.0,37.0,14.0,262.0,154.0,108.0,3.0,17.0,342.0,169.0,173.0,,-28.05,-6.95,7.23
10,Sun,November 12,1:03PM ET,boxscore,L,,2-7,,Baltimore Ravens,26.0,27.0,19.0,367.0,205.0,162.0,1.0,19.0,421.0,371.0,50.0,2.0,-0.65,-3.46,3.89
11,Sun,November 19,1:01PM ET,boxscore,W,,3-7,@,Philadelphia Eagles,31.0,13.0,13.0,293.0,84.0,209.0,1.0,22.0,390.0,267.0,123.0,3.0,-4.96,17.6,6.94
12,Sun,November 26,4:15PM ET,boxscore,W,,4-7,,New York Giants,24.0,21.0,20.0,343.0,235.0,108.0,2.0,18.0,287.0,143.0,144.0,2.0,2.8,0.47,0.19
13,Sun,December 3,1:03PM ET,boxscore,W,,5-7,,Indianapolis Colts,20.0,17.0,21.0,382.0,163.0,219.0,2.0,20.0,451.0,351.0,100.0,2.0,8.28,-13.7,5.75
14,Sun,December 10,1:02PM ET,boxscore,W,OT,6-7,@,Houston Texans,26.0,20.0,22.0,418.0,200.0,218.0,2.0,15.0,240.0,133.0,107.0,,8.49,-0.92,-0.72
15,Sun,December 17,1:03PM ET,boxscore,W,,7-7,,Jacksonville Jaguars,24.0,17.0,5.0,98.0,57.0,41.0,,23.0,396.0,203.0,193.0,4.0,-15.27,22.86,1.86
16,Sun,December 24,1:02PM ET,boxscore,W,,8-7,@,Buffalo Bills,30.0,29.0,18.0,396.0,181.0,215.0,,22.0,368.0,251.0,117.0,2.0,13.85,-8.39,-5.31
17,Sun,December 31,1:02PM ET,boxscore,L,,8-8,,New England Patriots,23.0,40.0,17.0,342.0,207.0,135.0,3.0,19.0,414.0,243.0,171.0,,-6.02,-16.9,5.07
