Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,196.0,82.0,41.8%,18.0,9.0,50.0%,54.0,30.0,55.6%
Opp. Stats,220.0,101.0,45.9%,17.0,7.0,41.2%,60.0,33.0,55.0%
Lg Rank Offense,,,10,,,17,,,14
Lg Rank Defense,,,31,,,9,,,14
