Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,225.0,92.0,40.9%,21.0,12.0,57.1%,46.0,34.0,73.9%
Opp. Stats,225.0,74.0,32.9%,16.0,5.0,31.3%,36.0,18.0,50.0%
Lg Rank Offense,,,10,,,11,,,2
Lg Rank Defense,,,2,,,5,,,8
