Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Kirk Cousins,31.0,QB,15,15,10-5-0,307,444,69.1,3603,26,5.9,6,1.4,165,50.4,66.0,8.1,8.68,11.7,240.2,107.4,60.4,28,206,5.93,7.2,7.73,1,1,PB
2.0,Sean Mannion,27.0,QB,3,1,0-1-0,12,21,57.1,126,0,0.0,2,9.5,6,52.4,35.0,6.0,1.71,10.5,42.0,35.1,26.4,0,0,0.0,6.0,1.71,0,0,
3.0,Stefon Diggs,26.0,WR,15,15,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,0.2,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,10-6-0,319,466,68.5,3523,26,5.6,8,1.7,171,50.4,66.0,8.0,8.35,11.7,220.2,103.9,,28,206,5.67,7.13,7.46,1,1,
