Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Carson Palmer,31.0,QB,16,16,4-12-0,362,586,61.8,3970,26,4.4,20,3.4,206,48.4,78.0,6.8,6.13,11.0,248.1,82.4,55.1,26,201,4.25,6.16,5.54,1,1,
2.0,Jordan Palmer,26.0,QB,1,0,,3,3,100.0,18,0,0.0,0,0.0,1,60.0,7.0,6.0,6.0,6.0,18.0,91.7,15.1,2,20,40.0,-0.4,-0.4,0,0,
3.0,Chad Johnson,32.0,WR,14,12,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,4.7,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,4-12-0,365,590,61.9,3767,26,4.4,20,3.4,207,48.4,78.0,6.8,6.12,10.9,235.4,82.4,,28,221,4.53,6.1,5.48,1,1,
