Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Nick Foles,29.0,QB,2,2,1-1-0,43,71,60.6,467,3,4.2,4,5.6,28,47.2,37,6.6,4.89,10.9,233.5,70.6,1,8,1.39,6.38,4.71,1,1,
,Team Totals,,,2,2,1-1-0,43,71,60.6,459,3,4.2,4,5.6,28,47.2,37,6.5,4.89,10.9,229.5,61.4,1,8,1.39,6.48,4.23,1,1,
