Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Russell Wilson,35.0,QB,15,15,7-8-0,297,447,66.4,3070,26,5.8,8,1.8,135,43.3,60,6.9,7.23,10.3,204.7,98.0,51.5,45,258,9.15,5.72,6.04,4,4,
2.0,Jarrett Stidham,27.0,QB,3,2,1-1-0,40,66,60.6,496,2,3.0,1,1.5,19,45.2,54,7.5,7.44,12.4,165.3,87.7,31.8,7,46,9.59,6.16,6.1,0,0,
,Team Totals,,,17,17,8-9-0,337,513,65.7,3262,28,5.5,9,1.8,154,43.5,60,7.0,7.25,10.6,191.9,96.7,,52,304,9.2,5.77,6.05,4,4,
