Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Gardner Minshew II,27.0,QB,17,13,7-6-0,305,490,62.2,3305,15,3.1,9,1.8,147,41.2,75,6.7,6.53,10.8,194.4,84.6,60.4,34,187,6.49,5.95,5.75,2,2,PB
2.0,Anthony Richardson,21.0,QB,4,4,2-2-0,50,84,59.5,577,3,3.6,1,1.2,31,44.0,39,6.9,7.05,11.5,144.3,87.3,45.0,7,29,7.69,6.02,6.19,0,0,
,Team Totals,,,17,17,9-8-0,355,574,61.8,3666,18,3.1,10,1.7,178,41.6,75,6.8,6.61,10.9,215.6,85.0,,41,216,6.67,5.96,5.81,2,2,
