Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Thu,September 4,8:20PM ET,boxscore,W,,1-0,,Dallas Cowboys,24.0,20.0,20.0,302.0,144.0,158.0,,22.0,307.0,188.0,119.0,1.0,13.04,-10.85,2.69
2,Sun,September 14,4:25PM ET,boxscore,W,,2-0,@,Kansas City Chiefs,20.0,17.0,16.0,216.0,94.0,122.0,,17.0,294.0,173.0,121.0,1.0,0.21,0.8,4.07
3,Sun,September 21,1:00PM ET,boxscore,W,,3-0,,Los Angeles Rams,33.0,26.0,19.0,288.0,202.0,86.0,1.0,22.0,356.0,196.0,160.0,1.0,4.15,-3.39,6.83
4,Sun,September 28,1:00PM ET,boxscore,W,,4-0,@,Tampa Bay Buccaneers,31.0,25.0,16.0,200.0,112.0,88.0,,18.0,376.0,272.0,104.0,2.0,-2.72,3.04,5.68
5,Sun,October 5,1:00PM ET,boxscore,L,,4-1,,Denver Broncos,17.0,21.0,16.0,302.0,257.0,45.0,,23.0,358.0,228.0,130.0,,4.33,-4.25,-1.52
6,Thu,October 9,8:15PM ET,boxscore,L,,4-2,@,New York Giants,17.0,34.0,20.0,339.0,266.0,73.0,2.0,25.0,366.0,194.0,172.0,,-0.26,-20.62,2.45
7,Sun,October 19,1:00PM ET,boxscore,W,,5-2,@,Minnesota Vikings,28.0,22.0,13.0,361.0,316.0,45.0,,21.0,387.0,298.0,89.0,2.0,12.55,-0.99,-5.57
8,Sun,October 26,1:00PM ET,preview,,,,,New York Giants,,,,,,,,,,,,,,,
9,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
10,Mon,November 10,8:15PM ET,preview,,,,@,Green Bay Packers,,,,,,,,,,,,,,,
11,Sun,November 16,8:20PM ET,preview,,,,,Detroit Lions,,,,,,,,,,,,,,,
12,Sun,November 23,4:25PM ET,preview,,,,@,Dallas Cowboys,,,,,,,,,,,,,,,
13,Fri,November 28,3:00PM ET,preview,,,,,Chicago Bears,,,,,,,,,,,,,,,
14,Mon,December 8,8:15PM ET,preview,,,,@,Los Angeles Chargers,,,,,,,,,,,,,,,
15,Sun,December 14,1:00PM ET,preview,,,,,Las Vegas Raiders,,,,,,,,,,,,,,,
16,Sat,December 20,1:00PM ET,preview,,,,@,Washington Commanders,,,,,,,,,,,,,,,
17,Sun,December 28,4:25PM ET,preview,,,,@,Buffalo Bills,,,,,,,,,,,,,,,
18,Sun,January 4,1:00PM ET,preview,,,,,Washington Commanders,,,,,,,,,,,,,,,
