Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Mark Sanchez,26.0,QB,15,15,6-9-0,246,453,54.3,2883,13,2.9,18,4.0,146,40.9,66,6.4,5.15,11.7,192.2,66.9,27.1,34,209,6.98,5.49,4.36,1,1,
2.0,Greg McElroy,24.0,QB,2,1,0-1-0,19,31,61.3,214,1,3.2,1,3.2,13,35.7,30,6.9,6.1,11.3,107.0,79.2,16.6,11,71,26.19,3.4,2.81,1,1,
3.0,Jeremy Kerley,24.0,WR,16,7,,1,1,100.0,42,0,0.0,0,0.0,1,100.0,42,42.0,42.0,42.0,2.6,118.7,91.8,0,0,0.0,42.0,42.0,0,0,
4.0,Tim Tebow,25.0,QB,12,2,,6,8,75.0,39,0,0.0,0,0.0,2,40.0,23,4.9,4.88,6.5,3.3,84.9,25.4,2,7,20.0,3.2,3.2,0,0,
,Team Totals,,,16,16,6-10-0,272,493,55.2,2891,14,2.8,19,3.9,162,40.6,66,6.4,5.28,11.7,180.7,68.3,,47,287,8.7,5.35,4.29,2,2,
