Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Mon,September 9,9:12PM ET,boxscore,L,,0-1,@,New England Patriots,14.0,30.0,20.0,283.0,209.0,74.0,5.0,20.0,343.0,280.0,63.0,1.0,-12.91,-2.42,-0.77
2,Sun,September 15,8:35PM ET,boxscore,L,,0-2,,Oakland Raiders,17.0,30.0,14.0,273.0,201.0,72.0,5.0,27.0,464.0,369.0,95.0,2.0,-17.3,1.56,2.74
3,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
4,Sun,September 29,1:01PM ET,boxscore,W,OT,1-2,,Cleveland Browns,16.0,13.0,21.0,358.0,265.0,93.0,2.0,13.0,245.0,122.0,123.0,2.0,0.09,10.46,-7.55
5,Sun,October 6,1:02PM ET,boxscore,L,,1-3,@,New Orleans Saints,29.0,32.0,23.0,364.0,244.0,120.0,2.0,17.0,315.0,194.0,121.0,,9.84,-7.37,-9.78
6,Sun,October 13,1:02PM ET,boxscore,W,,2-3,@,Cincinnati Bengals,34.0,7.0,21.0,408.0,197.0,211.0,2.0,18.0,268.0,190.0,78.0,4.0,9.4,14.38,0.9
7,Mon,October 21,9:08PM ET,boxscore,W,,3-3,,Indianapolis Colts,28.0,10.0,22.0,364.0,182.0,182.0,1.0,23.0,367.0,295.0,72.0,3.0,11.23,3.8,1.37
8,Sun,October 27,1:02PM ET,boxscore,W,,4-3,@,Baltimore Ravens,31.0,18.0,16.0,283.0,179.0,104.0,1.0,26.0,360.0,293.0,67.0,5.0,2.2,3.51,10.09
9,Sun,November 3,1:03PM ET,boxscore,W,,5-3,@,Cleveland Browns,23.0,20.0,25.0,391.0,255.0,136.0,1.0,9.0,193.0,157.0,36.0,3.0,0.4,12.53,-7.43
10,Sun,November 10,1:01PM ET,boxscore,T,OT,5-3-1,,Atlanta Falcons,34.0,34.0,30.0,645.0,463.0,182.0,3.0,21.0,447.0,279.0,168.0,2.0,10.54,1.43,-12.16
11,Sun,November 17,1:03PM ET,boxscore,L,,5-4-1,@,Tennessee Titans,23.0,31.0,20.0,357.0,312.0,45.0,3.0,22.0,378.0,257.0,121.0,1.0,2.13,-4.17,-8.61
12,Sun,November 24,1:01PM ET,boxscore,W,,6-4-1,,Cincinnati Bengals,29.0,21.0,21.0,391.0,235.0,156.0,,17.0,352.0,298.0,54.0,1.0,13.92,-3.96,-2.01
13,Sun,December 1,1:05PM ET,boxscore,W,,7-4-1,@,Jacksonville Jaguars,25.0,23.0,23.0,403.0,184.0,219.0,1.0,13.0,226.0,124.0,102.0,,2.44,-1.98,2.14
14,Sun,December 8,1:01PM ET,boxscore,L,,7-5-1,,Houston Texans,6.0,24.0,24.0,422.0,294.0,128.0,5.0,3.0,47.0,10.0,37.0,1.0,-32.93,21.71,-3.4
15,Sun,December 15,1:01PM ET,boxscore,W,,8-5-1,,Carolina Panthers,30.0,14.0,19.0,332.0,203.0,129.0,2.0,11.0,131.0,81.0,50.0,4.0,-1.22,21.13,-5.74
16,Mon,December 23,9:05PM ET,boxscore,W,,9-5-1,@,Tampa Bay Buccaneers,17.0,7.0,19.0,327.0,233.0,94.0,1.0,18.0,277.0,203.0,74.0,3.0,-1.03,15.94,-3.19
17,Sun,December 29,1:02PM ET,boxscore,W,,10-5-1,,Baltimore Ravens,34.0,31.0,25.0,351.0,176.0,175.0,2.0,21.0,422.0,308.0,114.0,4.0,7.19,-11.82,5.17
,,Playoffs,,,,,,,,,,,,,,,,,,,,,,
Wild Card,Sun,January 5,1:01PM ET,boxscore,W,,11-5-1,,Cleveland Browns,36.0,33.0,30.0,432.0,343.0,89.0,3.0,21.0,447.0,409.0,38.0,1.0,9.83,-6.17,-2.91
Division,Sat,January 11,4:36PM ET,boxscore,L,OT,11-6-1,@,Tennessee Titans,31.0,34.0,21.0,324.0,257.0,67.0,1.0,29.0,430.0,331.0,99.0,4.0,2.88,-8.8,1.92
