Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,200.0,76.0,38.0%,12.0,6.0,50.0%,44.0,19.0,43.2%
Opp. Stats,227.0,101.0,44.5%,18.0,9.0,50.0%,43.0,19.0,44.2%
Lg Rank Offense,,,13,,,9,,,22
Lg Rank Defense,,,30,,,20,,,10
