Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,203.0,76.0,37.4%,12.0,4.0,33.3%,39.0,21.0,53.8%
Opp. Stats,213.0,93.0,43.7%,9.0,5.0,55.6%,52.0,32.0,61.5%
Lg Rank Offense,,,25,,,29,,,15
Lg Rank Defense,,,28,,,24,,,29
