season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,,,,,,,,"Packers won the coin toss, Packers to receive the opening kickoff.",,,other,,,,,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,15:00,,,NWE 35,0,0,"Tony Franklin kicks off 65 yards, touchback.",0.000,-0.280,kickoff,,,,,,,,Tony Franklin,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,14:54,1,10,GNB 20,0,0,Gerry Ellis right for no gain (tackle by Steve Nelson),0.280,-0.270,run,,,Gerry Ellis,,,,,,,,Steve Nelson,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,10,GNB 20,0,0,Jessie Clark left for 1 yard (tackle by Toby Williams),-0.270,-0.820,run,,,Jessie Clark,,,,,,,,Toby Williams,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,3,9,GNB 21,0,0,Harlan Huckleby middle for 2 yards (tackle by Garin Veris),-0.820,-1.830,run,,,Harlan Huckleby,,,,,,,,Garin Veris,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,4,7,GNB 23,0,0,"Joe Prokop punts 45 yards, returned by Irving Fryar for 4 yards (tackle by Ronnie Burgess)",-1.830,-1.330,punt,,,,,,,Joe Prokop,,Irving Fryar,,Ronnie Burgess,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,12:40,1,10,NWE 36,0,0,Craig James middle for 4 yards (tackle by Charles Martin),1.330,1.330,run,,,Craig James,,,,,,,,Charles Martin,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,6,NWE 40,0,0,Tony Eason pass complete to Cedric Jones for 10 yards (tackle by Mark Lee),1.330,2.260,pass,,Tony Eason,,Cedric Jones,,,,,,,Mark Lee,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,GNB 50,0,0,Tony Collins middle for 11 yards (tackle by Tom Flynn),2.260,2.980,run,,,Tony Collins,,,,,,,,Tom Flynn,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,GNB 39,0,0,"Tony Eason pass complete to Craig James for 18 yards. Penalty on Brian Holloway: Offensive Holding, 10 yards (accepted) (no play)",2.980,2.320,no_play,,,,,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,20,GNB 49,0,0,Tony Eason pass complete to Irving Fryar for 25 yards (tackle by Tim Lewis),2.320,3.970,pass,,Tony Eason,,Irving Fryar,,,,,,,Tim Lewis,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,GNB 24,0,0,Irving Fryar left for 13 yards (tackle by Tom Flynn),3.970,4.840,run,,,Irving Fryar,,,,,,,,Tom Flynn,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,GNB 11,6,0,"Tony Collins left for 11 yards, touchdown",4.840,7.000,run,,,Tony Collins,,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,,,,7,0,Tony Franklin kicks extra point good,0.000,0.000,extra_point,,,,,,,,Tony Franklin,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,,,NWE 35,7,0,"Tony Franklin kicks off 67 yards, returned by Gary Ellerson for 28 yards (tackle by Derwin Williams)",0.000,-0.670,kickoff,,,,,,,,Tony Franklin,Gary Ellerson,,Derwin Williams,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,9:23,1,10,GNB 26,7,0,Lynn Dickey pass complete to Phil Epps for -4 yards (tackle by Andre Tippett),0.670,-0.410,pass,,Lynn Dickey,,Phil Epps,,,,,,,Andre Tippett,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,14,GNB 22,7,0,Lynn Dickey pass incomplete,-0.410,-1.090,pass,,Lynn Dickey,,,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,3,14,GNB 22,7,0,Lynn Dickey pass complete to Preston Dennard for 34 yards (tackle by Ronnie Lippett),-1.090,2.650,pass,,Lynn Dickey,,Preston Dennard,,,,,,,Ronnie Lippett,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,NWE 44,7,0,Lynn Dickey pass complete to Gerry Ellis for -5 yards (tackle by Don Blackmon),2.650,1.440,pass,,Lynn Dickey,,Gerry Ellis,,,,,,,Don Blackmon,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,15,NWE 49,7,0,Lynn Dickey pass incomplete intended for Phil Epps,1.440,0.760,pass,,Lynn Dickey,,Phil Epps,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,3,15,NWE 49,7,0,Lynn Dickey pass complete to Gerry Ellis for 19 yards (tackle by Fred Marion),0.760,3.580,pass,,Lynn Dickey,,Gerry Ellis,,,,,,,Fred Marion,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,NWE 30,7,0,Jessie Clark right for 6 yards (tackle by Fred Marion),3.580,3.840,run,,,Jessie Clark,,,,,,,,Fred Marion,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,4,NWE 24,7,0,Gerry Ellis left for 2 yards (tackle by Roland James),3.840,0.000,run,,,Gerry Ellis,,,,,,,,Roland James,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,,,,7,0,"Penalty on Roland James: Face Mask, 5 yards (accepted)",0.000,4.440,penalty,,,,,,,,,,,,,,,Roland James
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,NWE 17,7,0,Jessie Clark middle for no gain (tackle by Kenneth Sims),4.440,3.850,run,,,Jessie Clark,,,,,,,,Kenneth Sims,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,10,NWE 17,7,0,Lynn Dickey pass incomplete intended for Paul Coffman,3.850,3.070,pass,,Lynn Dickey,,Paul Coffman,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,3,10,NWE 17,7,0,Lynn Dickey sacked by Andre Tippett for 5 yards,3.070,1.990,pass,,Lynn Dickey,,,,Andre Tippett,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,4,15,NWE 22,7,0,Al Del Greco 40 yard field goal no good blocked by Kenneth Sims,1.990,0.000,field_goal,,,,,,,,Al Del Greco,,Kenneth Sims,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,,,,7,0,Penalty on GNB: Offensive Holding (declined),0.000,-0.480,penalty,,,,,,,,,,,,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,3:54,1,10,NWE 23,7,0,Tony Eason pass complete to Lin Dawson for 11 yards (tackle by John Anderson),0.480,1.200,pass,,Tony Eason,,Lin Dawson,,,,,,,John Anderson,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,1,10,NWE 34,7,0,Craig James left end for 2 yards (tackle by Tim Lewis),1.200,0.930,run,,,Craig James,,,,,,,,Tim Lewis,,,,
1985,1,September 8,home,Green Bay Packers,https://www.pro-football-reference.com/boxscores/198509080nwe.htm,1,,2,8,NWE 36,7,0,Tony Eason pass complete to Cedric Jones for 9 yards (tackle by Randy Scott),0.930,1.930,pass,,Tony Eason,,Cedric Jones,,,,,,,Randy Scott,,,,
