season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,,,,,,,,"Browns won the coin toss, Patriots to receive the opening kickoff.",,
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,15:00,,,CLE 35,0,0,"Don Cockroft kicks off 72 yards, returned by Preston Brown for 14 yards (tackle by Ron Bolton)",0.000,0.380
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,14:49,1,10,NWE 7,0,0,Don Calhoun right for 4 yards (tackle by Charlie Hall),-0.380,-0.490
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,2,6,NWE 11,0,0,Vagas Ferguson right tackle for 6 yards (tackle by Dick Ambrose),-0.490,-0.060
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,1,10,NWE 17,0,0,Don Calhoun for 5 yards (tackle by Charlie Hall),-0.060,0.210
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,2,5,NWE 22,0,0,Vagas Ferguson right guard for 2 yards (tackle by Charlie Hall),0.210,-0.370
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,3,3,NWE 24,0,0,Steve Grogan scrambles for 2 yards (tackle by Robert Jackson),-0.370,-1.630
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,4,1,NWE 26,0,0,"Steve Grogan for no gain. Penalty on Marshall Harris: Illegal Procedure, 6 yards (accepted) (no play)",-1.630,1.070
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,1,10,NWE 32,0,0,Vagas Ferguson left for 3 yards (tackle by Thom Darden),1.070,0.930
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,2,7,NWE 35,0,0,Steve Grogan pass complete to Vagas Ferguson for 11 yards (tackle by Bill Cowher),0.930,1.990
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,1,10,NWE 46,0,0,Steve Grogan pass complete to Harold Jackson for 21 yards (tackle by Thom Darden),1.990,3.380
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,1,10,CLE 33,0,0,Don Calhoun right for no gain (tackle by Jerry Sherk),3.380,2.840
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,2,10,CLE 33,0,0,"Steve Grogan pass incomplete intended for Russ Francis. Penalty on Dwight Wheeler: Offensive Holding, 11 yards (accepted) (no play)",2.840,1.350
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,2,21,CLE 44,0,0,Steve Grogan pass incomplete intended for Chuck Foreman,1.350,0.700
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,,3,21,CLE 44,0,0,Steve Grogan pass is intercepted by Lawrence Johnson at CLE28 and returned for 3 yards,0.700,-1.000
1980,1,September 7,home,Cleveland Browns,https://www.pro-football-reference.com/boxscores/198009070nwe.htm,1,8:54,1,10,CLE 31,0,0,Brian Sipe pass complete to Ozzie Newsome for 7 yards (tackle by Rod Shoate),1.000,1.410
