season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,,,,,,,,"Colts won the coin toss, Colts to receive the opening kickoff.",,,other,,,,,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,15:00,,,NWE 35,0,0,"Tony Franklin kicks off 67 yards, returned by Albert Bentley for 21 yards (tackle by Ernest Gibson)",0.000,-0.150,kickoff,,,,,,,,Tony Franklin,Albert Bentley,,Ernest Gibson,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,14:49,1,10,IND 19,0,0,Randy McMillan middle for 2 yards (tackle by Don Blackmon),0.150,-0.060,run,,,Randy McMillan,,,,,,,,Don Blackmon,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,8,IND 21,0,0,Gary Hogeboom sacked by Don Blackmon for 8 yards,-0.060,-2.080,pass,,Gary Hogeboom,,,,Don Blackmon,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,16,IND 13,0,0,Gary Hogeboom pass complete to Matt Bouza for 13 yards (tackle by Ernest Gibson),-2.080,-1.630,pass,,Gary Hogeboom,,Matt Bouza,,,,,,,Ernest Gibson,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,4,3,IND 26,0,0,"Rohn Stark punts 38 yards, returned by Stephen Starring for -1 yards (tackle by Duane Bickett)",-1.630,-1.270,punt,,,,,,,Rohn Stark,,Stephen Starring,,Duane Bickett,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,12:45,1,10,NWE 35,0,0,Tony Collins for 2 yards (tackle by Barry Krauss),1.270,0.990,run,,,Tony Collins,,,,,,,,Barry Krauss,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,8,NWE 37,0,0,Tony Eason pass complete to Tony Collins for 4 yards,0.990,0.830,pass,,Tony Eason,,Tony Collins,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,4,NWE 41,0,0,Tony Eason pass complete to Stanley Morgan for 6 yards (tackle by Preston Davis),0.830,2.060,pass,,Tony Eason,,Stanley Morgan,,,,,,,Preston Davis,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,1,10,NWE 47,0,0,Tony Collins left tackle for 6 yards (tackle by Barry Krauss),2.060,2.330,run,,,Tony Collins,,,,,,,,Barry Krauss,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,4,IND 47,0,0,Craig James middle for 4 yards (tackle by Duane Bickett),2.330,2.720,run,,,Craig James,,,,,,,,Duane Bickett,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,1,10,IND 43,0,0,Tony Eason pass complete to Greg Hawthorne for 3 yards (tackle by Cliff Odom),2.720,2.580,pass,,Tony Eason,,Greg Hawthorne,,,,,,,Cliff Odom,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,7,IND 40,0,0,Tony Collins right end for 5 yards (tackle by Barry Krauss),2.580,2.540,run,,,Tony Collins,,,,,,,,Barry Krauss,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,2,IND 35,0,0,Tony Eason pass complete to Stephen Starring for 10 yards,2.540,3.910,pass,,Tony Eason,,Stephen Starring,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,1,10,IND 25,0,0,Craig James right end for -4 yards (tackle by Donnell Thompson),3.910,2.820,run,,,Craig James,,,,,,,,Donnell Thompson,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,14,IND 29,0,0,"Penalty on Steve Moore: False Start, 5 yards (accepted)",2.820,2.150,penalty,,,,,,,,,,,,,,,Steve Moore
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,19,IND 34,0,0,Tony Eason pass complete to Stanley Morgan for 13 yards,2.150,3.200,pass,,Tony Eason,,Stanley Morgan,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,6,IND 21,0,0,Tony Eason pass incomplete intended for Craig James,3.200,2.080,pass,,Tony Eason,,Craig James,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,4,6,IND 21,3,0,Tony Franklin 38 yard field goal good,2.080,3.000,field_goal,,,,,,,,Tony Franklin,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,6:36,,,NWE 35,3,0,"Tony Franklin kicks off 60 yards, returned by Albert Bentley for 24 yards (tackle by Johnny Rembert)",0.000,-0.870,kickoff,,,,,,,,Tony Franklin,Albert Bentley,,Johnny Rembert,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,6:23,1,10,IND 29,3,0,Randy McMillan right for -1 yards (tackle by Roland James),0.870,0.190,run,,,Randy McMillan,,,,,,,,Roland James,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,11,IND 28,3,0,Gary Hogeboom pass complete to Wayne Capers for 8 yards,0.190,0.560,pass,,Gary Hogeboom,,Wayne Capers,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,3,IND 36,3,0,Gary Hogeboom scrambles right for 3 yards (tackle by Steve Nelson),0.560,1.530,run,,,Gary Hogeboom,,,,,,,,Steve Nelson,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,1,10,IND 39,3,0,Albert Bentley right for 4 yards (tackle by Roland James),1.530,1.530,run,,,Albert Bentley,,,,,,,,Roland James,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,6,IND 43,3,0,Gary Hogeboom pass incomplete intended for Wayne Capers,1.530,0.830,pass,,Gary Hogeboom,,Wayne Capers,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,6,IND 43,3,0,Gary Hogeboom sacked by Don Blackmon for 9 yards,0.830,-1.110,pass,,Gary Hogeboom,,,,Don Blackmon,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,4,15,IND 34,3,0,"Rohn Stark punts 49 yards, returned by Stephen Starring for no gain",-1.110,0.000,punt,,,,,,,Rohn Stark,,Stephen Starring,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,,,NWE 17,3,0,"Penalty on Vencie Glenn: Holding, 9 yards (accepted)",0.000,0.380,penalty,,,,,,,,,,,,,,,Vencie Glenn
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,3:36,1,10,NWE 8,3,0,Tony Collins left for 6 yards (tackle by Barry Krauss),-0.380,-0.320,run,,,Tony Collins,,,,,,,,Barry Krauss,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,4,NWE 14,3,0,Craig James middle for 5 yards (tackle by Barry Krauss),-0.320,0.150,run,,,Craig James,,,,,,,,Barry Krauss,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,1,10,NWE 19,3,0,Tony Collins middle for no gain (tackle by Donnell Thompson),0.150,-0.390,run,,,Tony Collins,,,,,,,,Donnell Thompson,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,10,NWE 19,3,0,Tony Eason pass complete to Derwin Williams for 9 yards (tackle by Leonard Coleman),-0.390,0.100,pass,,Tony Eason,,Derwin Williams,,,,,,,Leonard Coleman,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,3,1,NWE 28,3,0,Craig James right for -1 yards (tackle by Willie Broughton),0.100,-1.570,run,,,Craig James,,,,,,,,Willie Broughton,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,4,2,NWE 27,3,0,"Rich Camarillo punts 42 yards, returned by Bill Brooks for 3 yards",-1.570,-1.200,punt,,,,,,,Rich Camarillo,,Bill Brooks,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,0:16,1,10,IND 34,3,0,Gary Hogeboom pass incomplete intended for Matt Bouza,1.200,0.660,pass,,Gary Hogeboom,,Matt Bouza,,,,,,,,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,1,,2,10,IND 34,3,0,Randy McMillan middle for 6 yards (tackle by Brent Williams),0.660,0.760,run,,,Randy McMillan,,,,,,,,Brent Williams,,,,
1986,1,September 7,home,Indianapolis Colts,https://www.pro-football-reference.com/boxscores/198609070nwe.htm,2,15:00,3,4,IND 40,3,0,Gary Hogeboom pass incomplete intended for Pat Beach,0.760,-0.720,pass,,Gary Hogeboom,,Pat Beach,,,,,,,,,,,
