season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,15:00,,,NE 30,0,0,"3-S.Gostkowski kicks 67 yards from NE 30 to CIN 3. 28-B.Scott to CIN 18 for 15 yards (27-K.Arrington, 58-T.White).",0.010,-0.141,kickoff,,,,,,,,S.Gostkowski,B.Scott,,T.White,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,14:56,1,10,CIN 18,0,0,(14:56) (Shotgun) 9-C.Palmer pass incomplete deep left to 81-T.Owens (32-D.McCourty).,-0.131,-0.550,pass,,C.Palmer,,T.Owens,,,,,,,,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,14:50,2,10,CIN 18,0,0,(14:50) 74-D.Roland reported in as eligible.  9-C.Palmer pass short right to 81-T.Owens ran ob at CIN 32 for 14 yards [75-V.Wilfork].,-0.681,1.615,pass,,C.Palmer,,T.Owens,,,,,,,,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,14:21,1,10,CIN 32,0,0,"(14:21) 32-C.Benson left tackle to CIN 38 for 6 yards (25-P.Chung, 55-B.Spikes).",0.934,0.214,run,,,C.Benson,,,,,,,,B.Spikes,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,13:40,2,4,CIN 38,0,0,"(13:40) 32-C.Benson left tackle to CIN 40 for 2 yards (95-T.Banta-Cain, 25-P.Chung).",1.147,-0.349,run,,,C.Benson,,,,,,,,P.Chung,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,13:00,3,2,CIN 40,0,0,(13:00) (Shotgun) 9-C.Palmer sacked at CIN 36 for -4 yards (sack split by 91-M.Pryor and 95-T.Banta-Cain).,0.798,-2.026,pass,,C.Palmer,,,,M.Pryor,,,,,M.Pryor,T.Banta-Cain,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,12:44,4,6,CIN 36,0,0,"(12:44) 10-K.Huber punts 36 yards to NE 28, Center-46-C.Harris, out of bounds.",-1.228,-0.204,punt,,,,,,,K.Huber,,,,,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,12:38,1,10,NE 28,0,0,(12:38) (Shotgun) 12-T.Brady pass short middle to 83-W.Welker to NE 33 for 5 yards (57-D.Jones).,1.432,0.081,pass,,T.Brady,,W.Welker,,,,,,,D.Jones,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,11:59,2,5,NE 33,0,0,"(11:59) 21-F.Taylor up the middle to NE 41 for 8 yards (55-K.Rivers, 42-C.Crocker).",1.513,0.752,run,,,F.Taylor,,,,,,,,C.Crocker,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,11:27,1,10,NE 41,0,0,(11:27) 12-T.Brady pass short left to 85-A.Hernandez to CIN 14 for 45 yards (22-J.Joseph).,2.264,2.700,pass,,T.Brady,,A.Hernandez,,,,,,,J.Joseph,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,10:34,1,10,CIN 14,0,0,"(10:34) 21-F.Taylor right guard to CIN 9 for 5 yards (58-R.Maualuga, 31-R.Williams).",4.965,-0.005,run,,,F.Taylor,,,,,,,,R.Williams,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,09:52,2,5,CIN 9,6,0,"(9:52) 12-T.Brady pass short left to 83-W.Welker for 9 yards, TOUCHDOWN.",4.959,2.041,pass,,T.Brady,,W.Welker,,,,,,,,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,09:47,,,CIN 2,7,0,"3-S.Gostkowski extra point is GOOD, Center-47-J.Ingram, Holder-14-Z.Mesko.",0.982,0.018,extra_point,,,,,,,,S.Gostkowski,,,,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,09:47,,,NE 30,7,0,3-S.Gostkowski kicks 69 yards from NE 30 to CIN 1. 24-A.Jones to CIN 20 for 19 yards (32-D.McCourty).,0.144,0.001,kickoff,,,,,,,,S.Gostkowski,A.Jones,,D.McCourty,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,09:40,1,10,CIN 20,7,0,"(9:40) 74-D.Roland reported in as eligible.  9-C.Palmer pass short left to 85-C.Ochocinco to CIN 29 for 9 yards (28-D.Butler, 55-B.Spikes).",0.145,0.886,pass,,C.Palmer,,C.Ochocinco,,,,,,,B.Spikes,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,08:55,2,1,CIN 29,7,0,"(8:55) 32-C.Benson left end to CIN 28 for -1 yards (25-P.Chung, 95-T.Banta-Cain).",1.031,-1.001,run,,,C.Benson,,,,,,,,T.Banta-Cain,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,08:12,3,2,CIN 28,7,0,(8:12) 9-C.Palmer pass incomplete short right to 86-D.Coats.,0.030,-1.550,pass,,C.Palmer,,D.Coats,,,,,,,,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,08:09,4,2,CIN 28,7,0,"(8:09) 10-K.Huber punts 46 yards to NE 26, Center-46-C.Harris. 19-B.Tate to NE 30 for 4 yards (30-C.Peerman).",-1.519,-0.065,punt,,,,,,,K.Huber,,B.Tate,,C.Peerman,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,07:59,1,10,NE 30,7,0,(7:59) 33-K.Faulk left guard to NE 39 for 9 yards (31-R.Williams).,1.584,0.801,run,,,K.Faulk,,,,,,,,R.Williams,,,,
2010,1,September 12,home,Cincinnati Bengals,https://www.pro-football-reference.com/boxscores/201009120nwe.htm,1,07:18,2,1,NE 39,7,0,(7:18) 21-F.Taylor left end to NE 39 for no gain (31-R.Williams).,2.385,-0.561,run,,,F.Taylor,,,,,,,,R.Williams,,,,
