season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,,,,,,,,"Steelers won the coin toss, Patriots to receive the opening kickoff.",,,other,,,,,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,15:00,,,PIT 35,0,0,"Matt Bahr kicks off 57 yards, returned by Allan Clark for 37 yards (tackle by Matt Bahr)",0.000,-1.930,kickoff,,,,,,,,Matt Bahr,Allan Clark,,Matt Bahr,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,14:49,1,10,NWE 45,0,0,Andy Johnson for 1 yard (tackle by John Banaszak),1.930,1.520,run,,,Andy Johnson,,,,,,,,John Banaszak,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,9,NWE 46,0,0,Steve Grogan pass complete to Harold Jackson for 8 yards,1.520,1.880,pass,,Steve Grogan,,Harold Jackson,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,1,PIT 46,0,0,Sam Cunningham left for 5 yards (tackle by Jack Lambert),1.880,2.850,run,,,Sam Cunningham,,,,,,,,Jack Lambert,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,PIT 41,0,0,Steve Grogan pass incomplete,2.850,2.310,pass,,Steve Grogan,,,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,10,PIT 41,0,0,Andy Johnson right for 1 yard (tackle by L.C. Greenwood),2.310,1.750,run,,,Andy Johnson,,,,,,,,L.C. Greenwood,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,9,PIT 40,0,0,Steve Grogan pass complete to Russ Francis for 22 yards (tackle by Dwayne Woodruff),1.750,4.370,pass,,Steve Grogan,,Russ Francis,,,,,,,Dwayne Woodruff,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,PIT 18,0,0,Sam Cunningham left for 6 yards (tackle by Gary Dunn),4.370,4.810,run,,,Sam Cunningham,,,,,,,,Gary Dunn,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,4,PIT 12,0,0,Sam Cunningham middle for 7 yards (tackle by Jack Ham),4.810,6.060,run,,,Sam Cunningham,,,,,,,,Jack Ham,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,5,PIT 5,0,0,Steve Grogan pass incomplete intended for Russ Francis,6.060,5.150,pass,,Steve Grogan,,Russ Francis,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,5,PIT 5,0,0,Andy Johnson right for 1 yard (tackle by Jack Ham),5.150,4.490,run,,,Andy Johnson,,,,,,,,Jack Ham,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,4,PIT 4,6,0,"Steve Grogan pass complete to Russ Francis for 4 yards, touchdown",4.490,7.000,pass,,Steve Grogan,,Russ Francis,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,9:39,,,,7,0,John Smith kicks extra point good,0.000,0.000,extra_point,,,,,,,,John Smith,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,,,NWE 35,7,0,"John Smith kicks off 46 yards, returned by Anthony Anderson for 13 yards. Penalty on Larry Anderson: Clipping, 15 yards (accepted) (tackle by John Zamberlin)",0.000,0.060,kickoff,,,,,,,,John Smith,Anthony Anderson,,John Zamberlin,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,9:30,1,10,PIT 17,7,0,Sidney Thornton right end for 8 yards (tackle by Tim Fox),-0.060,0.620,run,,,Sidney Thornton,,,,,,,,Tim Fox,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,2,PIT 25,7,0,Franco Harris middle for 1 yard (tackle by Steve Nelson),0.620,-0.120,run,,,Franco Harris,,,,,,,,Steve Nelson,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,1,PIT 26,7,0,Franco Harris left tackle for 3 yards (tackle by Tim Fox),-0.120,0.870,run,,,Franco Harris,,,,,,,,Tim Fox,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,PIT 29,7,0,Terry Bradshaw pass incomplete intended for Randy Grossman,0.870,0.330,pass,,Terry Bradshaw,,Randy Grossman,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,10,PIT 29,7,0,Terry Bradshaw pass complete to Sidney Thornton for 14 yards (tackle by Doug Beaudoin),0.330,1.800,pass,,Terry Bradshaw,,Sidney Thornton,,,,,,,Doug Beaudoin,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,PIT 43,7,0,Franco Harris left tackle for 6 yards (tackle by Tim Fox),1.800,2.060,run,,,Franco Harris,,,,,,,,Tim Fox,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,4,PIT 49,7,0,Sidney Thornton right end for 2 yards (tackle by Mike Hawkins),2.060,1.620,run,,,Sidney Thornton,,,,,,,,Mike Hawkins,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,2,NWE 49,7,0,Franco Harris for -2 yards (tackle by Steve King),1.620,-0.130,run,,,Franco Harris,,,,,,,,Steve King,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,4,4,PIT 49,7,0,"Craig Colquitt punts 51 yards, touchback.",-0.130,-0.280,punt,,,,,,,Craig Colquitt,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,5:10,1,10,NWE 20,7,0,Steve Grogan scrambles for 13 yards (tackle by Donnie Shell),0.280,1.140,run,,,Steve Grogan,,,,,,,,Donnie Shell,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,NWE 33,7,0,"Sam Cunningham for 4 yards. Sam Cunningham fumbles (forced by Steve Furness), recovered by John Hannah at NE37",1.140,1.130,run,,,Sam Cunningham,,,,,,,,,,Steve Furness,John Hannah,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,6,NWE 37,7,0,Steve Grogan pass intended for Stanley Morgan is intercepted by Jack Lambert at PIT47 and returned for 4 yards,1.130,-2.320,pass,,Steve Grogan,,Stanley Morgan,Jack Lambert,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,3:41,1,10,NWE 49,7,0,Sidney Thornton for no gain (tackle by Richard Bishop),2.320,1.780,run,,,Sidney Thornton,,,,,,,,Richard Bishop,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,10,NWE 49,7,0,Terry Bradshaw pass incomplete intended for Randy Grossman,1.780,1.090,pass,,Terry Bradshaw,,Randy Grossman,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,10,NWE 49,7,0,"Terry Bradshaw pass incomplete intended for John Stallworth. Penalty on Richard Bishop: Offside, 5 yards (accepted) (no play)",1.090,1.750,no_play,,,,,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,5,NWE 44,7,0,Terry Bradshaw pass complete to John Stallworth for 13 yards (tackle by Doug Beaudoin),1.750,3.510,pass,,Terry Bradshaw,,John Stallworth,,,,,,,Doug Beaudoin,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,NWE 31,7,0,Terry Bradshaw pass incomplete intended for John Stallworth,3.510,2.970,pass,,Terry Bradshaw,,John Stallworth,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,10,NWE 31,7,0,"Penalty on Terry Bradshaw: Delay of Game, 5 yards (accepted)",2.970,2.290,penalty,,,,,,,,,,,,,,,Terry Bradshaw
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,15,NWE 36,7,0,Terry Bradshaw pass complete to Lynn Swann for 19 yards (tackle by Tim Fox),2.290,4.440,pass,,Terry Bradshaw,,Lynn Swann,,,,,,,Tim Fox,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,1,10,NWE 17,7,0,Sidney Thornton right end for 1 yard (tackle by Doug Beaudoin),4.440,4.000,run,,,Sidney Thornton,,,,,,,,Doug Beaudoin,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,2,9,NWE 16,7,0,Terry Bradshaw pass incomplete intended for Randy Grossman,4.000,3.190,pass,,Terry Bradshaw,,Randy Grossman,,,,,,,,,,,
1979,1,September 3,home,Pittsburgh Steelers,https://www.pro-football-reference.com/boxscores/197909030nwe.htm,1,,3,9,NWE 16,7,0,Terry Bradshaw pass complete to Randy Grossman for 12 yards (tackle by Doug Beaudoin),3.190,6.280,pass,,Terry Bradshaw,,Randy Grossman,,,,,,,Doug Beaudoin,,,,
