season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,15:00,,,NE 35,0,0,"37-C.Ryland kicks 65 yards from NE 35 to end zone, Touchback.",0.770,0.000,kickoff,,,,,,,,C.Ryland,,,,,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,15:00,1,10,PHI 25,0,0,(15:00) (Shotgun) 1-J.Hurts pass short left to 14-K.Gainwell to PHI 31 for 6 yards (5-J.Peppers; 48-Ja.Tavai).,0.770,0.273,pass,,J.Hurts,,K.Gainwell,,,,,,,J.Peppers,Ja.Tavai,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,14:21,2,4,PHI 31,0,0,"(14:21) (Shotgun) 1-J.Hurts FUMBLES (Aborted) at PHI 24, and recovers at PHI 20.
PENALTY on NE-91-D.Wise, Defensive Offside, 5 yards, enforced at PHI 31 - No Play.",1.044,0.549,no_play,,,,,,,,,,,,,,,D.Wise
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,13:58,1,10,PHI 36,0,0,(13:58) (Shotgun) 14-K.Gainwell left guard to NE 48 for 16 yards (30-M.Mapu).,1.592,1.037,run,,,K.Gainwell,,,,,,,,M.Mapu,,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,13:18,1,10,NE 48,0,0,(13:18) (Shotgun) 1-J.Hurts pass short middle to 14-K.Gainwell to NE 40 for 8 yards (8-J.Bentley; 30-M.Mapu).,2.629,0.622,pass,,J.Hurts,,K.Gainwell,,,,,,,J.Bentley,M.Mapu,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,12:31,2,2,NE 40,0,0,(12:31) (Shotgun) 14-K.Gainwell right tackle to NE 39 for 1 yard (8-J.Bentley).,3.252,-0.459,run,,,K.Gainwell,,,,,,,,J.Bentley,,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,12:04,3,1,NE 39,0,0,"(12:04) (No Huddle, Shotgun) 14-K.Gainwell up the middle to NE 34 for 5 yards (91-D.Wise).",2.793,0.749,run,,,K.Gainwell,,,,,,,,D.Wise,,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,11:35,1,10,NE 34,0,0,"(11:35) (No Huddle, Shotgun) 1-J.Hurts pass short left to 16-Q.Watkins pushed ob at NE 26 for 8 yards (27-M.Bryant).",3.542,0.656,pass,,J.Hurts,,Q.Watkins,,,,,,,M.Bryant,,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,11:29,2,2,NE 26,0,0,"(11:29) (No Huddle, Shotgun) 14-K.Gainwell left guard to NE 22 for 4 yards (95-D.Ekuale).",4.198,0.289,run,,,K.Gainwell,,,,,,,,D.Ekuale,,,,
2023,1,September 10,home,Philadelphia Eagles,https://www.pro-football-reference.com/boxscores/202309100nwe.htm,1,10:53,1,10,NE 22,0,0,(10:53) (Shotgun) 1-J.Hurts left end to NE 23 for -1 yards (8-J.Bentley).,4.487,-0.807,run,,,J.Hurts,,,,,,,,J.Bentley,,,,
