season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,,other,,,,,,,,,,,,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,,,NYJ 30,0,0,"John Hall kicks off 71 yards, returned by Kevin Faulk for 40 yards (tackle by Chad Cascadden). Penalty on Vernon Crawford: Chop Block, 31 yards",0.000,-0.380,kickoff,,,,,,,,John Hall,Kevin Faulk,,Chad Cascadden,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,1,10,NWE 8,0,0,Drew Bledsoe pass complete to Shawn Jefferson for 8 yards (tackle by Aaron Glenn),-0.380,-0.090,pass,,Drew Bledsoe,,Shawn Jefferson,,,,,,,Aaron Glenn,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,2,2,NWE 16,0,0,Kevin Faulk up the middle for -3 yards (tackle by James Farrior),-0.090,-0.840,run,,,Kevin Faulk,,,,,,,,James Farrior,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,3,5,NWE 13,0,0,Drew Bledsoe pass complete to Shawn Jefferson for 34 yards,-0.840,2.060,pass,,Drew Bledsoe,,Shawn Jefferson,,,,,,,,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,1,10,NWE 47,0,0,Drew Bledsoe pass complete to Troy Brown for 15 yards (tackle by Marvin Jones and Ray Mickens),2.060,3.050,pass,,Drew Bledsoe,,Troy Brown,,,,,,,Marvin Jones,Ray Mickens,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,1,10,NYJ 38,0,0,Kevin Faulk left tackle for 4 yards (tackle by Bryan Cox and Steve Atwater),3.050,3.050,run,,,Kevin Faulk,,,,,,,,Bryan Cox,Steve Atwater,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,2,6,NYJ 34,0,0,Drew Bledsoe pass complete to Lamont Warren for 6 yards (tackle by Steve Atwater),3.050,3.710,pass,,Drew Bledsoe,,Lamont Warren,,,,,,,Steve Atwater,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,1,10,NYJ 28,0,0,Drew Bledsoe pass complete to Terry Glenn for 15 yards (tackle by Ray Mickens),3.710,4.710,pass,,Drew Bledsoe,,Terry Glenn,,,,,,,Ray Mickens,,,,
1999,1,September 12,away,New York Jets,https://www.pro-football-reference.com/boxscores/199909120nyj.htm,1,15:00,1,10,NYJ 13,0,0,Kevin Faulk right tackle for 3 yards (tackle by Marvin Jones and Mo Lewis),4.710,4.580,run,,,Kevin Faulk,,,,,,,,Marvin Jones,Mo Lewis,,,
