season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,3,7,NWE 19,7,0,Drew Bledsoe pass incomplete intended for Vincent Brisby,-0.950,-2.140
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,4,7,NWE 19,7,0,"Tom Tupa punts 56 yards, returned by Eric Metcalf for 11 yards (tackle by Derrick Cullors)",-2.140,-1.330
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,6:02,1,10,SDG 36,7,0,Gary Brown right guard for 2 yards (tackle by Todd Collins),1.330,1.060
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,2,8,SDG 38,7,0,Stan Humphries pass incomplete intended for Gary Brown,1.060,0.370
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,3,8,SDG 38,7,0,"Penalty on Stan Humphries: Delay of Game, 5 yards (accepted)",0.370,-0.300
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,3,13,SDG 33,7,0,Stan Humphries sacked by Mike Jones for 9 yards,-0.300,-1.770
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,4,22,SDG 24,7,0,"Darren Bennett punts 63 yards, returned by Dave Meggett for 20 yards (tackle by Mark Montreuil)",-1.770,-1.140
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,4:45,1,10,NWE 33,7,0,Drew Bledsoe pass complete to Shawn Jefferson for 14 yards (tackle by Lewis Bush and Terrance Shaw),1.140,2.060
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,1,10,NWE 47,7,0,Curtis Martin middle for 9 yards (tackle by Rodney Harrison),2.060,2.730
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,2,1,SDG 44,7,0,Drew Bledsoe pass complete to Sam Gash for 19 yards (tackle by Mike Dumas),2.730,3.910
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,1,10,SDG 25,13,0,"Drew Bledsoe pass complete to Terry Glenn for 25 yards, touchdown",3.910,7.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,2:44,,,,14,0,Adam Vinatieri kicks extra point good,0.000,0.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,,,NWE 30,14,0,"Adam Vinatieri kicks off 70 yards, returned by Eric Metcalf for 20 yards (tackle by Lovett Purnell)",0.000,-0.280
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,1,10,SDG 20,14,0,Stan Humphries pass incomplete intended for Frank Hartley,0.280,-0.270
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,2,10,SDG 20,14,0,Terrell Fletcher right tackle for 4 yards (tackle by Lawyer Milloy),-0.270,-0.430
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,3,6,SDG 24,14,0,Stan Humphries pass complete to Terrell Fletcher for 18 yards (tackle by Chris Canty and Willie Clay),-0.430,1.730
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,1:08,1,10,SDG 42,14,0,Stan Humphries pass complete to Frank Hartley for 6 yards (tackle by Chris Slade),1.730,2.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,2,4,SDG 48,14,0,Gary Brown right guard for 4 yards (tackle by Lawyer Milloy and Henry Thomas),2.000,2.390
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,1,10,NWE 48,14,0,"Gary Brown right tackle for no gain Penalty on NWE: Encroachment, 5 yards (accepted) (no play)",2.390,3.120
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,1,,1,5,NWE 43,14,0,Stan Humphries pass incomplete intended for Freddie Jones,3.120,2.520
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,15:00,2,5,NWE 43,14,0,Gary Brown middle for 8 yards (tackle by Willie Clay and Chris Sullivan),2.520,3.250
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,NWE 35,14,0,Stan Humphries pass complete to Tony Martin for 5 yards (tackle by Ty Law),3.250,3.380
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,5,NWE 30,14,0,"Stan Humphries sacked by Henry Thomas for 11 yards. Stan Humphries fumbles (forced by Henry Thomas), recovered by Henry Thomas at NE41",3.380,-1.660
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,13:33,1,10,NWE 41,14,0,Drew Bledsoe scrambles left end for 4 yards (tackle by Michael Hamilton),1.660,1.660
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,6,NWE 45,14,0,Curtis Martin right tackle for 9 yards (tackle by Dwayne Harper and Rodney Harrison),1.660,2.520
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,SDG 46,14,0,Curtis Martin right end for 2 yards (tackle by Dwayne Harper),2.520,2.250
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,8,SDG 44,14,0,Drew Bledsoe pass complete to Ben Coates for 35 yards (tackle by Rodney Harrison),2.250,5.140
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,9,SDG 9,14,0,Drew Bledsoe pass incomplete intended for Shawn Jefferson,5.140,4.380
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,9,SDG 9,14,0,Curtis Martin left end for 6 yards (tackle by Mike Dumas),4.380,4.720
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,3,3,SDG 3,14,0,Drew Bledsoe pass incomplete intended for Ben Coates,4.720,3.040
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,4,3,SDG 3,17,0,Adam Vinatieri 21 yard field goal good,3.040,3.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,9:46,,,NWE 30,17,0,"Adam Vinatieri kicks off 68 yards, returned by Eric Metcalf for 23 yards Penalty on SDG: Illegal Block Above Waist, 10 yards (accepted)",0.000,0.220
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,SDG 15,17,0,Stan Humphries pass incomplete intended for Alfred Pupunu,-0.220,-0.710
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,10,SDG 15,17,0,Terrell Fletcher middle for 4 yards (tackle by Henry Thomas),-0.710,-0.880
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,3,6,SDG 19,17,0,Stan Humphries pass complete to Charlie Jones for 16 yards (tackle by Lawyer Milloy),-0.880,1.270
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,SDG 35,17,0,Gary Brown left guard for 2 yards (tackle by Mike Jones),1.270,0.990
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,8,SDG 37,17,0,Stan Humphries pass incomplete,0.990,0.300
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,3,8,SDG 37,17,0,Stan Humphries pass incomplete intended for Tony Martin,0.300,-0.910
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,4,8,SDG 37,17,0,"Darren Bennett punts 44 yards, returned by Dave Meggett for 11 yards (tackle by Patrick Sapp)",-0.910,-0.940
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,7:25,1,10,NWE 30,17,0,Drew Bledsoe pass complete to Curtis Martin for 3 yards (tackle by William Fuller),0.940,0.800
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,7,NWE 33,17,0,Drew Bledsoe pass complete to Ben Coates for 12 yards (tackle by Rodney Harrison),0.800,1.930
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,NWE 45,17,0,Curtis Martin right guard for 4 yards (tackle by Rodney Harrison),1.930,1.920
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,6,NWE 49,17,0,Drew Bledsoe pass complete to Curtis Martin for 4 yards (tackle by Shawn Lee),1.920,1.750
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,3,2,SDG 47,17,0,Drew Bledsoe pass complete to Shawn Jefferson for 35 yards (tackle by Terrance Shaw),1.750,4.780
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,SDG 12,23,0,"Drew Bledsoe pass complete to Sam Gash for 12 yards, touchdown",4.780,7.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,3:51,,,,24,0,Adam Vinatieri kicks extra point good,0.000,0.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,,,NWE 30,24,0,"Adam Vinatieri kicks off 70 yards, returned by Eric Metcalf for 22 yards (tackle by Larry Whigham)",0.000,-0.410
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,1,10,SDG 22,24,0,Stan Humphries pass complete to Charlie Jones for 3 yards (tackle by Ty Law),0.410,0.270
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,7,SDG 25,24,0,Terrell Fletcher left guard for 5 yards (tackle by Chris Slade),0.270,0.230
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,3,2,SDG 30,24,0,Stan Humphries pass incomplete intended for Tony Martin,0.230,-1.370
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,4,2,SDG 30,24,0,"Darren Bennett punts 50 yards, returned by Dave Meggett for 35 yards (tackle by Freddie Jones)",-1.370,-2.590
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,2:04,1,10,SDG 45,24,0,Curtis Martin left tackle for 6 yards (tackle by Kurt Gouveia and John Parrella),2.590,2.850
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,1:59,2,4,SDG 39,24,0,Drew Bledsoe pass complete to Vincent Brisby for 24 yards (tackle by Mike Dumas),2.850,4.580
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,1:18,1,10,SDG 15,24,0,Drew Bledsoe pass complete to Troy Brown for 8 yards (tackle by Mark Montreuil),4.580,5.410
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,2,2,SDG 7,24,0,"Penalty on Shawn Lee: Encroachment, 4 yards (accepted)",5.410,6.510
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,1:14,1,3,SDG 3,24,0,Curtis Martin right guard for 1 yard (tackle by Kurt Gouveia and Patrick Sapp),6.510,5.720
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,0:40,2,2,SDG 2,30,0,"Drew Bledsoe pass complete to Keith Byars for 2 yards, touchdown",5.720,7.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,0:37,,,,31,0,Adam Vinatieri kicks extra point good,0.000,0.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,,,,NWE 30,31,0,"Adam Vinatieri kicks off 69 yards, returned by Latario Rachal for 25 yards (tackle by Vernon Crawford). Penalty on Vernon Crawford: Face Mask (15 Yards), 15 yards (accepted)",0.000,-1.660
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,0:31,1,10,SDG 41,31,0,Stan Humphries sacked by Mike Jones for 13 yards,1.660,-0.640
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,0:16,2,23,SDG 28,31,0,"Stan Humphries pass incomplete. Penalty on Tony Berti: False Start, 5 yards (accepted) (no play)",-0.640,-1.310
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,2,0:04,2,28,SDG 23,31,0,"Terrell Fletcher middle for 1 yard. Terrell Fletcher fumbles (forced by Tedy Bruschi), recovered by Lawyer Milloy at SD24",-1.310,-1.810
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,15:00,,,NWE 30,31,0,"Adam Vinatieri kicks off 68 yards, returned by Latario Rachal for 20 yards (tackle by Marrio Grier)",0.000,-0.410
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,SDG 22,31,0,Terrell Fletcher middle for 7 yards (tackle by Tedy Bruschi),0.410,0.810
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,3,SDG 29,31,0,Stan Humphries pass incomplete intended for Eric Metcalf,0.810,0.100
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,3,SDG 29,31,0,Stan Humphries pass complete to Tony Martin for 13 yards (tackle by Willie Clay),0.100,1.730
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,SDG 42,31,0,Gary Brown middle for 5 yards (tackle by Willie Clay and Lawyer Milloy),1.730,1.860
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,5,SDG 47,31,0,Gary Brown middle for 4 yards (tackle by Tedy Bruschi),1.860,1.690
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,1,NWE 49,31,0,Stan Humphries pass complete to Bryan Still for 5 yards (tackle by Jimmy Hitchcock),1.690,2.650
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,NWE 44,31,6,"Stan Humphries pass complete to Freddie Jones for 44 yards, touchdown",2.650,7.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,11:42,,,,31,7,John Carney kicks extra point good,0.000,0.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,,,SDG 30,31,7,"John Carney kicks off 69 yards, returned by Dave Meggett for 26 yards (tackle by Aaron Craver). Penalty on Larry Whigham: Offensive Holding, 10 yards (accepted)",0.000,0.060
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,NWE 17,31,7,Drew Bledsoe pass complete to Vincent Brisby for 15 yards (tackle by Kurt Gouveia),-0.060,1.070
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,NWE 32,31,7,Drew Bledsoe scrambles right end for 4 yards,1.070,1.070
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,6,NWE 36,31,7,Curtis Martin left guard for 1 yard (tackle by David Binn and Shawn Lee),1.070,0.500
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,5,NWE 37,31,7,Drew Bledsoe pass incomplete intended for Vincent Brisby,0.500,-0.910
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,4,5,NWE 37,31,7,"Tom Tupa punts 43 yards, returned by Eric Metcalf for 8 yards (tackle by Tedy Bruschi)",-0.910,-0.810
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,9:38,1,10,SDG 28,31,7,Stan Humphries pass incomplete intended for Tony Martin,0.810,0.260
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,10,SDG 28,31,7,Stan Humphries pass complete to Gary Brown for 2 yards (tackle by Ted Johnson),0.260,-0.160
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,8,SDG 30,31,7,Stan Humphries pass complete to Freddie Jones for 7 yards (tackle by Ted Johnson),-0.160,-0.910
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,4,1,SDG 37,31,7,"Darren Bennett punts 40 yards, returned by Dave Meggett for 12 yards (tackle by Mark Montreuil)",-0.910,-1.270
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,8:09,1,10,NWE 35,31,7,Curtis Martin right end for 4 yards (tackle by Dwayne Harper),1.270,1.260
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,6,NWE 39,31,7,Curtis Martin left guard for 4 yards (tackle by Rodney Harrison),1.260,1.090
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,2,NWE 43,31,7,Drew Bledsoe pass complete to Troy Brown for 6 yards (tackle by Rodney Harrison and Mark Montreuil),1.090,2.190
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,NWE 49,31,7,Drew Bledsoe pass incomplete intended for Shawn Jefferson,2.190,1.650
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,10,NWE 49,31,7,Curtis Martin left guard for no gain (tackle by Shawn Lee),1.650,0.960
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,10,NWE 49,31,7,"Drew Bledsoe pass incomplete. Penalty on Shawn Jefferson: False Start, 5 yards (accepted) (no play)",0.960,0.300
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,15,NWE 44,31,7,Drew Bledsoe pass incomplete intended for Ben Coates,0.300,-0.460
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,4,15,NWE 44,31,7,"Tom Tupa punts 56 yards, touchback.",-0.460,-0.280
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,5:10,1,10,SDG 20,31,7,Stan Humphries pass complete to Bryan Still for 5 yards (tackle by Ty Law),0.280,0.410
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,5,SDG 25,31,7,Stan Humphries pass complete to Terrell Fletcher for 7 yards (tackle by Ted Johnson),0.410,0.000
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,,,,31,7,"Penalty on Ty Law: Face Mask (5 Yards), 5 yards (accepted)",0.000,1.400
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,SDG 37,31,7,"Penalty on Isaac Davis: False Start, 5 yards (accepted)",1.400,1.070
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,15,SDG 32,31,7,Stan Humphries pass incomplete intended for Bryan Still,1.070,0.180
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,15,SDG 32,31,7,Stan Humphries scrambles right guard for 5 yards (tackle by Chris Slade),0.180,0.170
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,10,SDG 37,31,7,Stan Humphries pass incomplete intended for Tony Martin,0.170,-0.910
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,4,10,SDG 37,31,7,"Darren Bennett punts 43 yards, returned by Dave Meggett for 8 yards (tackle by Paul Bradford and Patrick Sapp)",-0.910,-0.810
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,2:51,1,10,NWE 28,31,7,Drew Bledsoe pass incomplete intended for Troy Brown,0.810,0.260
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,2,10,NWE 28,31,7,Drew Bledsoe pass complete to Shawn Jefferson for 11 yards (tackle by Mark Montreuil),0.260,1.530
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,1,10,NWE 39,31,7,Curtis Martin left end for 3 yards (tackle by Raylee Johnson and Mark Montreuil),1.530,1.390
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,1:27,2,7,NWE 42,31,7,Drew Bledsoe pass complete to Troy Brown for 3 yards (tackle by Lewis Bush and Toran James),1.390,1.090
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,3,,3,4,NWE 45,31,7,Drew Bledsoe pass complete to Shawn Jefferson for 5 yards (tackle by Mike Dumas),1.090,2.260
1997,1,August 31,home,San Diego Chargers,https://www.pro-football-reference.com/boxscores/199708310nwe.htm,4,15:00,1,10,SDG 50,31,7,Drew Bledsoe pass incomplete intended for Troy Brown,2.260,1.710
