season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,,other,,,,,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,15:00,,,BAL 35,0,0,"Mike Wood kicks off 53 yards, returned by Paul Dombroski for 19 yards",0.000,-1.000,kickoff,,,,,,,,Mike Wood,Paul Dombroski,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,14:53,1,10,NWE 31,0,0,Robert Weathers middle for -3 yards (tackle by Fletcher Jenkins),1.000,0.060,run,,,Robert Weathers,,,,,,,,Fletcher Jenkins,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,13,NWE 28,0,0,Matt Cavanaugh pass incomplete intended for Stanley Morgan,0.060,-0.630,pass,,Matt Cavanaugh,,Stanley Morgan,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,3,13,NWE 28,0,0,Tony Collins right tackle for 1 yard (tackle by Cleveland Crosby),-0.630,-1.440,run,,,Tony Collins,,,,,,,,Cleveland Crosby,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,4,12,NWE 29,0,0,"Penalty on Rich Camarillo: Delay of Game, 5 yards (accepted)",-1.440,-1.770,penalty,,,,,,,,,,,,,,,Rich Camarillo
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,4,17,NWE 24,0,0,"Rich Camarillo punts 51 yards, returned by Nesby Glasgow for 6 yards",-1.770,-1.000,punt,,,,,,,Rich Camarillo,,Nesby Glasgow,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,13:03,1,10,BAL 31,0,0,Randy McMillan for 3 yards,1.000,0.870,run,,,Randy McMillan,,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,7,BAL 34,0,0,Curtis Dickey middle for 10 yards,0.870,1.860,run,,,Curtis Dickey,,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,1,10,BAL 44,0,0,Mike Pagel pass complete to Ray Butler for 2 yards (tackle by Mike Haynes),1.860,1.590,pass,,Mike Pagel,,Ray Butler,,,,,,,Mike Haynes,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,8,BAL 46,0,0,Curtis Dickey right for no gain (tackle by Larry McGrew),1.590,0.890,run,,,Curtis Dickey,,,,,,,,Larry McGrew,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,3,8,BAL 46,0,0,Mike Pagel pass incomplete intended for Curtis Dickey,0.890,-0.320,pass,,Mike Pagel,,Curtis Dickey,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,4,8,BAL 46,0,0,"Rohn Stark punts 38 yards, returned by Ricky Smith for 4 yards",-0.320,-0.280,punt,,,,,,,Rohn Stark,,Ricky Smith,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,10:16,1,10,NWE 20,0,0,Tony Collins right for 7 yards (tackle by Cliff Odom),0.280,0.680,run,,,Tony Collins,,,,,,,,Cliff Odom,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,3,NWE 27,0,0,Tony Collins right tackle for 2 yards (tackle by Donnell Thompson),0.680,0.230,run,,,Tony Collins,,,,,,,,Donnell Thompson,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,3,1,NWE 29,0,0,Robert Weathers middle for 3 yards,0.230,1.070,run,,,Robert Weathers,,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,1,10,NWE 32,0,0,Robert Weathers right for 3 yards,1.070,0.930,run,,,Robert Weathers,,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,7,NWE 35,0,0,"Matt Cavanaugh pass incomplete intended for Ken Toler. Penalty on Ken Toler: Offensive Pass Interference, 10 yards (accepted) (no play)",0.930,-0.420,no_play,,,,,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,17,NWE 25,0,0,Matt Cavanaugh pass complete to Tony Collins for 8 yards,-0.420,-0.030,pass,,Matt Cavanaugh,,Tony Collins,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,3,9,NWE 33,0,0,Matt Cavanaugh pass incomplete intended for Ken Toler,-0.030,-1.180,pass,,Matt Cavanaugh,,Ken Toler,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,4,9,NWE 33,0,0,Rich Camarillo punts 42 yards,-1.180,-0.610,punt,,,,,,,Rich Camarillo,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,6:46,1,10,BAL 25,0,0,Mike Pagel pass complete to Ray Butler for 13 yards,0.610,1.470,pass,,Mike Pagel,,Ray Butler,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,1,10,BAL 38,0,0,Mike Pagel pass complete to Curtis Dickey for 5 yards,1.470,1.600,pass,,Mike Pagel,,Curtis Dickey,,,,,,,,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,2,5,BAL 43,0,0,Randy McMillan right guard for 4 yards (tackle by Kenneth Sims),1.600,1.420,run,,,Randy McMillan,,,,,,,,Kenneth Sims,,,,
1982,1,September 12,away,Baltimore Colts,https://www.pro-football-reference.com/boxscores/198209120clt.htm,1,,3,1,BAL 47,0,0,Randy McMillan left tackle for 2 yards,1.420,2.190,run,,,Randy McMillan,,,,,,,,,,,,
