season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa,play_type,two_point_attempt,passer,rusher,receiver,interceptor,sacker,punter,kicker,returner,blocker,tackler_1,tackler_2,forced_fumble_player,fumble_recovery_player,penalized_player
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,,other,,,,,,,,,,,,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,15:00,,,NYJ 35,0,0,"Pat Leahy kicks off 67 yards, returned by Sammy Martin for 16 yards. Penalty on David Ward: Illegal Block, 7 yards (accepted) (tackle by Joe Mott)",0.000,0.380,kickoff,,,,,,,,Pat Leahy,Sammy Martin,,Joe Mott,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,1,10,NWE 7,0,0,John Stephens left for 6 yards (tackle by Kevin McArthur and Scott Mersereau),-0.380,-0.340,run,,,John Stephens,,,,,,,,Kevin McArthur,Scott Mersereau,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,4,NWE 13,0,0,John Stephens left for 7 yards (tackle by Marty Lyons and Kevin McArthur),-0.340,0.280,run,,,John Stephens,,,,,,,,Marty Lyons,Kevin McArthur,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,1,10,NWE 20,0,0,John Stephens middle for 6 yards (tackle by Alex Gordon and Kevin McArthur),0.280,0.540,run,,,John Stephens,,,,,,,,Alex Gordon,Kevin McArthur,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,4,NWE 26,0,0,Marvin Allen middle for 4 yards (tackle by Erik McMillan),0.540,0.940,run,,,Marvin Allen,,,,,,,,Erik McMillan,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,1,10,NWE 30,0,0,John Stephens middle for 5 yards (tackle by Alex Gordon and Kevin McArthur),0.940,1.070,run,,,John Stephens,,,,,,,,Alex Gordon,Kevin McArthur,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,5,NWE 35,0,0,John Stephens left for 2 yards (tackle by Scott Mersereau),1.070,0.630,run,,,John Stephens,,,,,,,,Scott Mersereau,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,3,3,NWE 37,0,0,Tony Eason pass complete to Stanley Morgan for 20 yards (tackle by Bobby Humphery),0.630,2.720,pass,,Tony Eason,,Stanley Morgan,,,,,,,Bobby Humphery,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,1,10,NYJ 43,0,0,John Stephens left end for 8 yards (tackle by Erik McMillan),2.720,3.260,run,,,John Stephens,,,,,,,,Erik McMillan,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,2,NYJ 35,0,0,Marvin Allen middle for 3 yards (tackle by Marty Lyons and Ron Stallworth),3.260,3.450,run,,,Marvin Allen,,,,,,,,Marty Lyons,Ron Stallworth,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,1,10,NYJ 32,0,0,Bob Perryman middle for 6 yards (tackle by Kyle Clifton and Marty Lyons),3.450,3.710,run,,,Bob Perryman,,,,,,,,Kyle Clifton,Marty Lyons,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,4,NYJ 26,0,0,Bob Perryman middle for 2 yards (tackle by Kyle Clifton and Scott Mersereau),3.710,3.270,run,,,Bob Perryman,,,,,,,,Kyle Clifton,Scott Mersereau,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,3,2,NYJ 24,0,0,John Stephens left for 1 yard (tackle by Tim Cofield),3.270,2.080,run,,,John Stephens,,,,,,,,Tim Cofield,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,4,1,NYJ 23,0,0,John Stephens middle for 2 yards (tackle by Kyle Clifton and Tim Cofield),2.080,4.170,run,,,John Stephens,,,,,,,,Kyle Clifton,Tim Cofield,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,1,10,NYJ 21,0,0,John Stephens left for -2 yards (tackle by Tim Cofield and Marty Lyons),4.170,3.360,run,,,John Stephens,,,,,,,,Tim Cofield,Marty Lyons,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,5:00,2,12,NYJ 23,0,0,John Stephens for 3 yards (tackle by Tim Cofield and Ron Stallworth),3.360,3.070,run,,,John Stephens,,,,,,,,Tim Cofield,Ron Stallworth,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,3,9,NYJ 20,0,0,"Tony Eason pass complete to Irving Fryar for 20 yards, touchdown",3.070,7.000,pass,,Tony Eason,,Irving Fryar,,,,,,,,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,,,,7,0,Greg Davis kicks extra point good,0.000,0.000,extra_point,,,,,,,,Greg Davis,,,,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,,,NWE 35,7,0,"Greg Davis kicks off 57 yards, returned by Jo-Jo Townsell for 21 yards",0.000,-0.870,kickoff,,,,,,,,Greg Davis,Jo-Jo Townsell,,,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,4:11,1,10,NYJ 29,7,0,Freeman McNeil middle for 1 yard (tackle by Brent Williams),0.870,0.460,run,,,Freeman McNeil,,,,,,,,Brent Williams,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,9,NYJ 30,7,0,"Penalty on NYJ: Illegal Procedure, 5 yards (accepted)",0.460,-0.210,penalty,,,,,,,,,,,,,,,
1989,1,September 10,away,New York Jets,https://www.pro-football-reference.com/boxscores/198909100nyj.htm,1,,2,14,NYJ 25,7,0,Ken O'Brien pass incomplete intended for Keith Neubert,-0.210,-0.890,pass,,Ken O'Brien,,Keith Neubert,,,,,,,,,,,
