season,week,game_date,game_site,opponent,boxscore_url,quarter,time,down,yds_to_go,location,patriots_score,opponent_score,detail,epb,epa
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,15:00,,,MIA 35,0,0,"9-C.Sturgis kicks 65 yards from MIA 35 to end zone, Touchback.",0.240,0.000
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,15:00,1,10,NE 20,0,0,(15:00) 22-S.Ridley up the middle to NE 22 for 2 yards (55-K.Misi).,0.240,-0.501
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,14:29,2,8,NE 22,0,0,(14:29) 12-T.Brady pass short left to 11-J.Edelman to NE 26 for 4 yards (29-W.Davis).,-0.261,0.049
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,13:52,3,4,NE 26,0,0,(13:52) (Shotgun) 12-T.Brady pass incomplete short middle to 87-R.Gronkowski.,-0.212,-1.688
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,13:45,4,4,NE 26,0,0,"(13:45) (Punt formation) 6-R.Allen punt is BLOCKED by 58-C.McCain, Center-48-D.Aiken, RECOVERED by MIA-93-J.Trusnik at NE 15. 93-J.Trusnik to NE 15 for no gain (50-R.Ninkovich).",-1.899,-3.102
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,13:36,1,10,NE 15,0,0,(13:36) 17-R.Tannehill pass short left to 11-M.Wallace to NE 7 for 8 yards (51-J.Mayo).,5.002,0.484
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,13:05,2,2,NE 7,0,0,(13:05) (Shotgun) 26-L.Miller up the middle to NE 6 for 1 yard (54-D.Hightower; 75-V.Wilfork).,5.486,-0.362
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,12:28,3,1,NE 6,0,0,(12:28) (Shotgun) 26-L.Miller right guard to NE 4 for 2 yards (51-J.Mayo; 23-P.Chung).,5.124,0.872
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,11:52,1,4,NE 4,0,6,"(11:52) (Shotgun) 17-R.Tannehill pass short right to 26-L.Miller for 4 yards, TOUCHDOWN.",5.996,1.004
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,11:46,,,NE 2,0,7,"9-C.Sturgis extra point is GOOD, Center-92-J.Denney, Holder-2-B.Fields.",0.989,0.011
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,11:46,,,MIA 35,0,7,"9-C.Sturgis kicks 65 yards from MIA 35 to end zone, Touchback.",0.355,0.000
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,11:46,1,10,NE 20,0,7,(11:46) (Shotgun) 12-T.Brady pass short middle to 81-T.Wright to NE 28 for 8 yards (55-K.Misi).,0.355,0.527
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,11:08,2,2,NE 28,0,7,(11:08) 12-T.Brady pass short left to 85-K.Thompkins ran ob at NE 36 for 8 yards.,0.882,0.610
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,10:47,1,10,NE 36,0,7,(10:47) 11-J.Edelman left end to NE 40 for 4 yards (25-L.Delmas).,1.492,-0.115
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,10:18,2,6,NE 40,0,7,(10:18) (Shotgun) 12-T.Brady pass short left to 34-S.Vereen to NE 49 for 9 yards (29-W.Davis).,1.377,0.998
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,09:44,1,10,NE 49,0,7,(9:44) 11-J.Edelman left end pushed ob at MIA 34 for 17 yards (59-D.Ellerbe).,2.375,1.194
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,09:20,1,10,MIA 34,0,7,(9:20) 12-T.Brady pass short right to 22-S.Ridley to MIA 31 for 3 yards (27-J.Wilson).,3.569,-0.113
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,08:35,2,7,MIA 31,0,7,"(8:35) (Shotgun) 12-T.Brady pass short middle to 85-K.Thompkins to MIA 26 for 5 yards (24-C.Finnegan). PENALTY on MIA-59-D.Ellerbe, Defensive Holding, 6 yards, enforced at MIA 31 - No Play.",3.456,0.684
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,08:23,1,10,MIA 25,0,7,(8:23) (Shotgun) 34-S.Vereen left guard to MIA 24 for 1 yard (98-J.Odrick).,4.140,-0.290
2014,1,September 7,away,Miami Dolphins,https://www.pro-football-reference.com/boxscores/201409070mia.htm,1,07:44,2,9,MIA 24,0,7,(7:44) (Shotgun) 12-T.Brady pass short left to 87-R.Gronkowski to MIA 15 for 9 yards (25-L.Delmas).,3.851,0.974
