Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Bryce Young,22.0,QB,16,16,2-14-0,315,527,59.8,2877,11,2.1,10,1.9,133,36.5,48,5.5,5.02,9.1,179.8,73.7,34.1,62,477,10.53,4.07,3.68,2,2,
2.0,Andy Dalton,36.0,QB,3,1,0-1-0,34,58,58.6,361,2,3.4,0,0.0,17,42.6,47,6.2,6.91,10.6,120.3,88.4,49.2,3,27,4.92,5.48,6.13,0,0,
3.0,Johnny Hekker,33.0,P,17,0,,1,1,100.0,7,0,0.0,0,0.0,0,,7,7.0,7.0,7.0,0.4,95.8,,0,0,0.0,7.0,7.0,0,0,
,Team Totals,,,17,17,2-15-0,350,586,59.7,2741,13,2.2,10,1.7,150,37.0,48,5.5,5.21,9.3,161.2,75.2,,65,504,9.98,4.21,3.92,2,2,
