Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Brett Favre,35.0,QB,16,16,10-6-0,346,540,64.1,4088,30,5.6,17,3.1,205,50.2,79,7.6,7.26,11.8,255.5,92.4,12,93,2.17,7.24,6.94,3,4,
2.0,Craig Nall,25.0,QB,5,0,,23,33,69.7,314,4,12.1,0,0.0,19,60.0,43,9.5,11.94,13.7,62.8,139.4,2,8,5.71,8.74,11.03,0,0,
3.0,Doug Pederson,36.0,QB,4,0,,11,23,47.8,120,0,0.0,2,8.7,5,39.1,24,5.2,1.3,10.9,30.0,27.4,0,0,0.0,5.22,1.3,0,0,
4.0,Ahman Green,27.0,RB,15,15,,1,1,100.0,20,1,100.0,0,0.0,1,100.0,20,20.0,40.0,20.0,1.3,158.3,0,0,0.0,20.0,40.0,0,0,PB
5.0,Tony Fisher,25.0,RB,16,0,,1,1,100.0,8,1,100.0,0,0.0,1,100.0,8,8.0,28.0,8.0,0.5,139.6,0,0,0.0,8.0,28.0,0,0,
,Team Totals,,,16,16,10-6-0,382,598,63.9,4449,36,6.0,19,3.2,231,50.5,79,7.6,7.38,11.9,278.1,93.8,14,101,2.29,7.27,7.05,3,4,
