Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,424,6357,1053.0,6.0,29,10,354,382.0,598,4449,36,19,7.3,228.0,441,1908,9,4.3,98.0,116.0,950.0,28.0,182.0,37.9,15.4,Own 28.6,2:41,5.94,34.9,2.13
Opp. Stats,380,5541,967.0,5.7,15,7,307,314.0,518,3663,33,8,6.6,181.0,409,1878,12,4.6,92.0,112.0,942.0,34.0,181.0,34.3,7.7,Own 31.7,2:37,5.5,30.5,2.02
Lg Rank Offense,5,3,,,18,8,3,,1,3,3,23,5.0,,16,10,26,12.0,,,,,,6.0,11.0,30,11,4.0,4.0,6.0
Lg Rank Defense,23,25,,,31,32,17,,20,25,32,31,25.0,,6,14,13,27.0,,,,,,11.0,31.0,22,20,17.0,27.0,26.0
