Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Brad Johnson,33.0,QB,16,16,9-7-0,340,559,60.8,3406,13,2.3,11,2.0,181,42.5,47.0,6.1,5.67,10.0,212.9,77.7,44,269,7.3,5.2,4.81,3,5,
2.0,Shaun King,24.0,QB,3,0,,21,31,67.7,210,0,0.0,1,3.2,10,47.1,42.0,6.8,5.32,10.0,70.0,73.3,3,29,8.82,5.32,4.0,0,0,
3.0,Mark Royals,36.0,P,16,0,,1,1,100.0,5,0,0.0,0,0.0,0,,5.0,5.0,5.0,5.0,0.3,87.5,0,0,0.0,5.0,5.0,0,0,
4.0,Martin Gramatica,26.0,K,14,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,0,0,0.0,0.0,0.0,0,0,
,Team Totals,,,16,16,9-7-0,362,592,61.1,3323,13,2.2,12,2.0,191,42.6,47.0,6.1,5.64,10.0,207.7,77.4,47,298,7.36,5.2,4.76,3,5,
