Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,213.0,95.0,44.6%,17.0,9.0,52.9%,52.0,33.0,63.5%
Opp. Stats,210.0,78.0,37.1%,19.0,11.0,57.9%,43.0,21.0,48.8%
Lg Rank Offense,,,3,,,8,,,2
Lg Rank Defense,,,14,,,26,,,15
