Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Matt Ryan,32.0,QB,2,2,1-1-0,43,66,65.2,428,2,3.0,0,0.0,24,44.4,52,6.5,7.09,10.0,214.0,93.5,6,35,8.33,5.46,6.01,0,0,
,Team Totals,,,2,2,1-1-0,43,66,65.2,393,2,3.0,0,0.0,24,44.4,52,5.8,7.09,10.0,196.5,86.6,6,35,8.33,5.0,5.51,0,0,
