Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Justin Herbert,25.0,QB,13,13,5-8-0,297,456,65.1,3134,20,4.4,7,1.5,150,46.2,60,6.9,7.06,10.6,241.1,93.2,64.8,29,233,5.98,5.98,6.16,1,1,
2.0,Easton Stick,28.0,QB,5,4,0-4-0,111,174,63.8,1129,3,1.7,1,0.6,53,43.1,79,6.5,6.57,10.2,225.8,85.6,51.8,14,122,7.45,5.36,5.44,0,0,
3.0,Keenan Allen,31.0,WR,13,13,,1,2,50.0,49,1,50.0,0,0.0,1,50.0,49,24.5,34.5,49.0,3.8,135.4,98.9,0,0,0.0,24.5,34.5,0,0,PB
,Team Totals,,,17,17,5-12-0,409,632,64.7,3957,24,3.8,8,1.3,204,45.3,79,6.8,7.01,10.5,232.8,91.8,,43,355,6.37,5.86,6.04,1,1,
