Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 3,1:04PM ET,boxscore,L,,0-1,@,New York Giants,16.0,21.0,19.0,355.0,312.0,43.0,4.0,20.0,395.0,172.0,223.0,2.0,-9.31,-5.88,7.81
2,Sun,September 10,8:35PM ET,boxscore,W,,1-1,,Dallas Cowboys,32.0,31.0,21.0,322.0,224.0,98.0,1.0,17.0,330.0,240.0,90.0,2.0,11.23,-5.06,-4.92
3,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
4,Sun,September 24,4:06PM ET,boxscore,L,,1-2,,Green Bay Packers,3.0,29.0,12.0,209.0,181.0,28.0,4.0,23.0,455.0,279.0,176.0,1.0,-20.58,-9.43,2.69
5,Sun,October 1,4:15PM ET,boxscore,L,,1-3,@,San Francisco 49ers,20.0,27.0,16.0,365.0,239.0,126.0,2.0,18.0,345.0,215.0,130.0,1.0,-0.33,-2.04,-8.77
6,Sun,October 8,4:15PM ET,boxscore,W,,2-3,,Cleveland Browns,29.0,21.0,20.0,315.0,169.0,146.0,2.0,12.0,240.0,136.0,104.0,,10.37,3.54,-5.58
7,Sun,October 15,4:15PM ET,boxscore,L,,2-4,,Philadelphia Eagles,14.0,33.0,17.0,305.0,207.0,98.0,3.0,28.0,391.0,219.0,172.0,,-0.36,-16.78,2.75
8,Sun,October 22,1:00PM ET,boxscore,L,,2-5,@,Dallas Cowboys,7.0,48.0,15.0,276.0,167.0,109.0,3.0,23.0,347.0,147.0,200.0,,-22.9,-21.03,4.47
9,Sun,October 29,4:05PM ET,boxscore,L,,2-6,,New Orleans Saints,10.0,21.0,24.0,394.0,269.0,125.0,4.0,17.0,247.0,158.0,89.0,1.0,0.2,1.71,-8.07
10,Sun,November 5,4:05PM ET,boxscore,W,,3-6,,Washington Redskins,16.0,15.0,11.0,178.0,133.0,45.0,2.0,27.0,422.0,258.0,164.0,3.0,-11.85,6.71,8.62
11,Sun,November 12,1:00PM ET,boxscore,L,,3-7,@,Minnesota Vikings,14.0,31.0,14.0,249.0,198.0,51.0,2.0,29.0,460.0,302.0,158.0,2.0,-5.9,-19.27,7.9
12,Sun,November 19,1:02PM ET,boxscore,L,,3-8,@,Philadelphia Eagles,9.0,34.0,12.0,210.0,156.0,54.0,1.0,21.0,338.0,204.0,134.0,2.0,-15.61,-7.02,1.83
13,Sun,November 26,8:35PM ET,boxscore,L,,3-9,,New York Giants,7.0,31.0,14.0,267.0,179.0,88.0,4.0,25.0,371.0,225.0,146.0,1.0,-19.29,-9.82,5.68
14,Sun,December 3,1:02PM ET,boxscore,L,,3-10,@,Cincinnati Bengals,13.0,24.0,15.0,340.0,268.0,72.0,2.0,27.0,398.0,106.0,292.0,1.0,0.73,-11.24,1.72
15,Sun,December 10,1:02PM ET,boxscore,L,,3-11,@,Jacksonville Jaguars,10.0,44.0,11.0,189.0,149.0,40.0,1.0,25.0,469.0,255.0,214.0,,-6.33,-28.0,-0.91
16,Sun,December 17,4:15PM ET,boxscore,L,,3-12,,Baltimore Ravens,7.0,13.0,18.0,309.0,258.0,51.0,4.0,14.0,214.0,37.0,177.0,2.0,-20.84,16.81,-3.81
17,Sun,December 24,1:01PM ET,boxscore,L,,3-13,@,Washington Redskins,3.0,20.0,14.0,245.0,141.0,104.0,5.0,19.0,315.0,175.0,140.0,2.0,-25.46,4.17,3.32
