Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Trent Green,33.0,QB,16,16,13-3-0,330,523,63.1,4039,24,4.6,12,2.3,198,47.3,67.0,7.7,7.61,12.2,252.4,92.6,20,130,3.68,7.2,7.09,1,2,PB
2.0,Todd Collins,32.0,QB,5,0,,9,12,75.0,74,0,0.0,0,0.0,3,41.7,20.0,6.2,6.17,8.2,14.8,90.3,0,0,0.0,6.17,6.17,0,0,
3.0,Dante Hall,25.0,WR,16,2,,0,0,,0,0,,0,,0,,,,,,0.0,,1,2,100.0,-2.0,-2.0,0,0,"PB,AP-1"
4.0,Priest Holmes,30.0,RB,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,0,0,0.0,0.0,0.0,0,0,"PB,AP-1,AP MVP-5,AP OPoY-4,AP CPoY-11"
,Team Totals,,,16,16,13-3-0,339,536,63.2,3981,24,4.5,12,2.2,201,47.0,67.0,7.7,7.56,12.1,248.8,92.4,21,132,3.77,7.15,7.04,1,2,
