Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 16_level_0,Tackles,Tackles,Tackles,Tackles,Unnamed: 21_level_0,Unnamed: 22_level_0
Rk,Player,Age,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,Sfty,Awards
1.0,Brian Dawkins,27.0,FS,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,5,3.0,2.0,0.0,0.0,
2.0,Carlos Emmons,27.0,RLB,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,15,7.0,8.0,1.0,0.0,
3.0,Barry Gardner,24.0,LLB,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,14,11.0,3.0,0.0,0.0,
4.0,Donovan McNabb,24.0,QB,2,2,0.0,0.0,0.0,0.0,0,0,2,1,-1,0,0.0,0,,,,0.0,
5.0,Damon Moore,24.0,SS,2,2,0.0,0.0,0.0,0.0,2,2,0,1,0,0,0.0,11,9.0,2.0,1.0,0.0,
6.0,Bobby Taylor,27.0,RCB,2,2,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0.0,7,6.0,1.0,0.0,0.0,
7.0,Hollis Thomas,26.0,RDT,2,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1.0,7,7.0,0.0,1.0,0.0,
8.0,Jeremiah Trotter,23.0,MLB,2,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,17,13.0,4.0,0.0,0.0,
9.0,Troy Vincent,30.0,LCB,2,2,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0.0,10,7.0,3.0,2.0,0.0,
10.0,Hugh Douglas,29.0,RDE,1,1,0.0,0.0,0.0,0.0,0,1,0,0,0,0,2.0,5,4.0,1.0,2.0,0.0,
11.0,Corey Simon,23.0,LDT,1,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,4,3.0,1.0,1.0,0.0,
12.0,Torrance Small,30.0,WR,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,0,0.0,0.0,0.0,0.0,
13.0,Brandon Whiting,24.0,LDE,1,1,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,1,1.0,0.0,0.0,0.0,
14.0,Mike Bartrum,30.0,LS,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,1,1.0,0.0,0.0,0.0,
15.0,Jason Bostic,24.0,DB,1,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0.0,2,2.0,0.0,0.0,0.0,
16.0,Luther Broughton,26.0,TE,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0,0.0,0.0,0.0,0.0,
17.0,Mike Caldwell,29.0,LB,2,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1.0,11,8.0,3.0,2.0,0.0,
18.0,Rashard Cook,23.0,DB,1,0,,,,,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,,
19.0,James Darling,26.0,LB,2,0,,,,,0,0,0,0,0,0,0.0,2,2.0,0.0,0.0,,
20.0,Paul Grasmanis,26.0,DT,1,0,,,,,0,0,0,0,0,0,0.0,3,2.0,1.0,0.0,,
21.0,Uhuru Hamiter,27.0,DE,1,0,,,,,0,0,0,0,0,0,0.0,1,0.0,1.0,0.0,,
22.0,Al Harris,26.0,DB,1,0,,,,,1,0,0,0,0,0,0.0,2,2.0,0.0,0.0,,
23.0,Tim Hauck,34.0,DB,2,0,,,,,0,0,0,0,0,0,0.0,5,5.0,0.0,0.0,,
24.0,Mike Mamula,27.0,LDE,2,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,2,2.0,0.0,1.0,0.0,
25.0,Jeff Thomason,31.0,TE,1,0,,,,,0,0,0,0,0,0,0.0,1,1.0,0.0,0.0,,
,Team Totals,,,2,2,0.0,0.0,0.0,0.0,13,3,4,6,-1,0,5.0,127,97.0,30.0,11.0,0.0,
