Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Daunte Culpepper,23.0,QB,2,2,1-1-0,30,59,50.8,380,3,5.1,3,5.1,18,44.4,68,6.4,5.17,12.7,190.0,67.1,4,18,6.35,5.75,4.56,0,0,
,Team Totals,,,2,2,1-1-0,30,59,50.8,362,3,5.1,3,5.1,18,44.4,68,2.8,5.17,12.7,181.0,13.7,4,18,6.35,1.88,-2.34,0,0,
