Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Philip Rivers,37.0,QB,2,2,1-1-0,47,83,56.6,491,3,3.6,1,1.2,24,38.4,43,5.9,6.1,10.4,245.5,80.9,3,21,3.49,5.47,5.64,0,0,
,Team Totals,,,2,2,1-1-0,47,83,56.6,470,3,3.6,1,1.2,24,38.4,43,6.5,6.1,10.4,235.0,81.4,3,21,3.49,5.96,6.25,0,0,
