Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 8,1:00PM ET,boxscore,W,,1-0,,Tennessee Titans,24.0,17.0,11.0,148.0,64.0,84.0,1.0,16.0,244.0,104.0,140.0,3.0,-12.59,15.2,2.68
2,Sun,September 15,8:20PM ET,boxscore,L,,1-1,@,Houston Texans,13.0,19.0,15.0,205.0,134.0,71.0,2.0,15.0,310.0,235.0,75.0,1.0,-13.71,7.01,-0.27
3,Sun,September 22,1:00PM ET,boxscore,L,,1-2,@,Indianapolis Colts,16.0,21.0,26.0,395.0,332.0,63.0,3.0,15.0,306.0,156.0,150.0,2.0,-6.47,2.98,-2.36
4,Sun,September 29,1:00PM ET,boxscore,W,,2-2,,Los Angeles Rams,24.0,18.0,17.0,264.0,133.0,131.0,,21.0,322.0,203.0,119.0,2.0,5.29,0.67,3.65
5,Sun,October 6,1:00PM ET,boxscore,W,,3-2,,Carolina Panthers,36.0,10.0,24.0,424.0,296.0,128.0,,14.0,292.0,172.0,120.0,3.0,13.9,10.09,-2.68
6,Sun,October 13,9:30AM ET,boxscore,W,,4-2,,Jacksonville Jaguars,35.0,16.0,25.0,373.0,221.0,152.0,1.0,17.0,278.0,210.0,68.0,2.0,20.35,4.25,-7.15
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 27,4:25PM ET,boxscore,L,,4-3,@,Washington Commanders,15.0,18.0,15.0,307.0,105.0,202.0,1.0,23.0,481.0,313.0,168.0,,-3.45,-6.47,4.51
9,Sun,November 3,4:05PM ET,boxscore,L,,4-4,@,Arizona Cardinals,9.0,29.0,16.0,241.0,172.0,69.0,,18.0,350.0,137.0,213.0,2.0,-12.48,-1.12,-4.01
10,Sun,November 10,1:00PM ET,boxscore,L,,4-5,,New England Patriots,3.0,19.0,11.0,142.0,69.0,73.0,,16.0,328.0,184.0,144.0,1.0,-20.08,-0.04,2.41
11,Sun,November 17,1:00PM ET,boxscore,L,,4-6,,Green Bay Packers,19.0,20.0,23.0,391.0,212.0,179.0,,19.0,366.0,260.0,106.0,1.0,16.11,-13.66,-2.17
12,Sun,November 24,1:00PM ET,boxscore,L,OT,4-7,,Minnesota Vikings,27.0,30.0,20.0,398.0,320.0,78.0,1.0,22.0,452.0,328.0,124.0,1.0,3.44,-11.47,3.03
13,Thu,November 28,12:30PM ET,boxscore,L,,4-8,@,Detroit Lions,20.0,23.0,17.0,301.0,223.0,78.0,,25.0,405.0,211.0,194.0,1.0,5.48,-11.41,3.46
14,Sun,December 8,4:25PM ET,boxscore,L,,4-9,@,San Francisco 49ers,13.0,38.0,14.0,162.0,94.0,68.0,1.0,22.0,452.0,321.0,131.0,1.0,-8.25,-26.53,9.47
15,Mon,December 16,8:00PM ET,boxscore,L,,4-10,@,Minnesota Vikings,12.0,30.0,16.0,284.0,171.0,113.0,1.0,24.0,329.0,215.0,114.0,1.0,-14.01,-8.32,3.74
16,Sun,December 22,1:00PM ET,boxscore,L,,4-11,,Detroit Lions,17.0,34.0,19.0,382.0,323.0,59.0,2.0,27.0,475.0,329.0,146.0,,3.86,-24.06,0.82
17,Thu,December 26,8:15PM ET,boxscore,L,,4-12,,Seattle Seahawks,3.0,6.0,11.0,179.0,76.0,103.0,1.0,12.0,265.0,143.0,122.0,1.0,-12.22,6.51,2.22
18,Sun,January 5,1:00PM ET,boxscore,W,,5-12,@,Green Bay Packers,24.0,22.0,16.0,224.0,141.0,83.0,2.0,20.0,367.0,184.0,183.0,2.0,-8.65,2.71,8.37
