Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Ryan Tannehill,28.0,QB,13,13,8-5-0,261,389,67.1,2995,19,4.9,12,3.1,134,45.9,74.0,7.7,7.29,11.5,230.4,93.5,48.6,29,216,6.94,6.65,6.27,3,3,
2.0,Matt Moore,32.0,QB,4,3,2-1-0,55,87,63.2,721,8,9.2,3,3.4,35,47.7,66.0,8.3,8.57,13.1,180.3,105.6,79.1,1,0,1.14,8.19,8.48,1,2,
3.0,Jarvis Landry,24.0,WR,16,16,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.0,,0.0,39.6,1.4,0,0,0.0,0.0,0.0,0,0,PB
,Team Totals,,,16,16,10-6-0,316,477,66.2,3500,27,5.7,15,3.1,169,46.2,74.0,7.8,7.51,11.8,218.8,95.5,,30,216,5.92,6.9,6.64,4,5,
