Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Score,Score,Offense,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Defense,Expected Points,Expected Points,Expected Points
Week,Day,Date,Unnamed: 3_level_1,Unnamed: 4_level_1,Unnamed: 5_level_1,OT,Rec,Unnamed: 8_level_1,Opp,Tm,Opp,1stD,TotYd,PassY,RushY,TO,1stD,TotYd,PassY,RushY,TO,Offense,Defense,Sp. Tms
1,Sun,September 10,1:00PM ET,boxscore,W,,1-0,,Arizona Cardinals,35.0,23.0,19.0,367.0,285.0,82.0,1.0,24.0,308.0,263.0,45.0,4.0,-6.69,18.14,1.34
2,Mon,September 18,8:30PM ET,boxscore,W,,2-0,@,New York Giants,24.0,10.0,12.0,257.0,119.0,138.0,1.0,14.0,270.0,208.0,62.0,1.0,-5.01,9.08,7.78
3,Sun,September 24,1:00PM ET,boxscore,L,,2-1,,Atlanta Falcons,26.0,30.0,21.0,324.0,253.0,71.0,,26.0,428.0,277.0,151.0,3.0,-0.21,-2.82,2.52
4,Sun,October 1,1:00PM ET,boxscore,W,,3-1,@,Minnesota Vikings,14.0,7.0,19.0,251.0,154.0,97.0,,15.0,284.0,197.0,87.0,3.0,-5.23,10.05,-0.21
5,Sun,October 8,1:00PM ET,boxscore,L,,3-2,,Carolina Panthers,24.0,27.0,19.0,242.0,192.0,50.0,1.0,16.0,362.0,334.0,28.0,,-2.13,-5.73,3.66
6,Sun,October 15,1:00PM ET,boxscore,L,,3-3,@,New Orleans Saints,38.0,52.0,18.0,347.0,281.0,66.0,5.0,19.0,379.0,186.0,193.0,3.0,-23.24,3.8,5.33
7,,,,,,,,,Bye Week,,,,,,,,,,,,,,,
8,Sun,October 29,8:30PM ET,boxscore,L,,3-4,,Pittsburgh Steelers,15.0,20.0,21.0,482.0,411.0,71.0,1.0,17.0,392.0,317.0,75.0,2.0,0.88,-7.88,0.42
9,Mon,November 6,8:30PM ET,boxscore,W,,4-4,@,Green Bay Packers,30.0,17.0,24.0,417.0,353.0,64.0,1.0,21.0,311.0,233.0,78.0,,20.08,-4.31,-2.77
10,Sun,November 12,1:00PM ET,boxscore,W,,5-4,,Cleveland Browns,38.0,24.0,16.0,345.0,241.0,104.0,1.0,26.0,413.0,212.0,201.0,2.0,10.64,-4.03,1.11
11,Sun,November 19,1:00PM ET,boxscore,W,,6-4,@,Chicago Bears,27.0,24.0,20.0,352.0,287.0,65.0,1.0,24.0,398.0,176.0,222.0,1.0,8.12,-11.16,6.16
12,Thu,November 23,12:30PM ET,boxscore,L,,6-5,,Minnesota Vikings,23.0,30.0,17.0,289.0,236.0,53.0,2.0,28.0,408.0,272.0,136.0,,-1.95,-14.39,5.37
13,Sun,December 3,1:00PM ET,boxscore,L,,6-6,@,Baltimore Ravens,20.0,44.0,18.0,372.0,294.0,78.0,3.0,24.0,370.0,269.0,101.0,,-5.85,-13.12,-5.09
14,Sun,December 10,1:00PM ET,boxscore,W,,7-6,@,Tampa Bay Buccaneers,24.0,21.0,21.0,434.0,381.0,53.0,3.0,28.0,400.0,267.0,133.0,5.0,7.76,-3.71,-0.42
15,Sat,December 16,4:30PM ET,boxscore,W,,8-6,,Chicago Bears,20.0,10.0,18.0,293.0,202.0,91.0,1.0,22.0,349.0,306.0,43.0,3.0,3.59,3.76,0.98
16,Sun,December 24,1:00PM ET,boxscore,L,,8-7,@,Cincinnati Bengals,17.0,26.0,15.0,276.0,189.0,87.0,1.0,28.0,364.0,222.0,142.0,1.0,-2.71,-7.59,-0.91
17,Sun,December 31,1:00PM ET,boxscore,W,,9-7,,Green Bay Packers,35.0,11.0,18.0,356.0,305.0,51.0,,17.0,256.0,153.0,103.0,4.0,12.64,11.12,1.82
