Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,198.0,77.0,38.9%,13.0,9.0,69.2%,42.0,24.0,57.1%
Opp. Stats,198.0,88.0,44.4%,11.0,5.0,45.5%,49.0,25.0,51.0%
Lg Rank Offense,,,14,,,4,,,9
Lg Rank Defense,,,29,,,11,,,15
