Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,David Carr,27.0,QB,16,16,6-10-0,302,442,68.3,2767,11,2.5,12,2.7,142,44.3,53.0,6.3,5.54,9.2,172.9,82.1,45.8,41,240,8.49,5.23,4.57,1,3,
2.0,Sage Rosenfels,28.0,QB,4,0,,27,39,69.2,265,3,7.7,1,2.6,15,57.5,28.0,6.8,7.18,9.8,66.3,103.0,66.6,1,5,2.5,6.5,6.88,0,0,
3.0,Wali Lundy,23.0,RB,14,8,,0,0,,0,0,,0,,0,,,,,,0.0,,0.0,1,9,100.0,-9.0,-9.0,0,0,
,Team Totals,,,16,16,6-10-0,329,481,68.4,2778,14,2.9,13,2.7,157,45.2,53.0,6.3,5.67,9.2,173.6,83.8,,43,254,8.21,5.3,4.72,1,3,
