Unnamed: 0_level_0,Downs,Downs,Downs,Downs,Downs,Downs,Red Zone,Red Zone,Red Zone
Player,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
Team Stats,198.0,93.0,47.0%,9.0,4.0,44.4%,63.0,38.0,60.3%
Opp. Stats,210.0,75.0,35.7%,17.0,8.0,47.1%,47.0,26.0,55.3%
Lg Rank Offense,,,3,,,23,,,12
Lg Rank Defense,,,8,,,13,,,14
