Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Tot Yds & TO,Tot Yds & TO,Tot Yds & TO,Unnamed: 6_level_0,Unnamed: 7_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Rushing,Penalties,Penalties,Penalties,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Average Drive,Average Drive,Average Drive,Average Drive,Average Drive
Player,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,#Dr,Sc%,TO%,Start,Time,Plays,Yds,Pts
Team Stats,350,4756,988.0,4.8,26,11,293,338.0,528,3295,26,15,5.7,184.0,411,1461,4,3.6,81.0,103.0,796.0,28.0,180.0,30.6,13.9,Own 28.9,2:49,5.64,26.4,1.58
Opp. Stats,350,5223,1012.0,5.2,28,14,316,347.0,568,3681,28,14,6.1,201.0,406,1542,10,3.8,85.0,102.0,798.0,30.0,182.0,31.3,13.7,Own 26.4,2:34,5.7,28.3,1.77
Lg Rank Offense,20,31,,,17,21,23,,22,24,11,15,24.0,,21,27,31,31.0,,,,,,21.0,10.0,12,3,19.0,27.0,21.0
Lg Rank Defense,16,9,,,11,4,15,,22,18,23,16,15.0,,8,6,8,5.0,,,,,,21.0,11.0,10,13,14.0,9.0,17.0
