Rk,Player,Age,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,Awards
1.0,Alex Smith,21.0,QB,9,7,2-5-0,84,165,50.9,875,1,0.6,11,6.7,37,27.8,47,5.3,2.42,10.4,97.2,40.8,29,185,14.95,3.56,1.11,1,2,
2.0,Tim Rattay,28.0,QB,4,4,1-3-0,56,97,57.7,667,5,5.2,6,6.2,32,42.1,89,6.9,5.12,11.9,166.8,70.3,10,63,9.35,5.64,4.06,0,0,
3.0,Ken Dorsey,24.0,QB,3,3,1-2-0,48,90,53.3,481,2,2.2,2,2.2,22,33.3,44,5.3,4.79,10.0,160.3,66.9,6,28,6.25,4.72,4.2,0,0,
4.0,Cody Pickett,25.0,QB,5,2,0-2-0,14,35,40.0,140,0,0.0,2,5.7,4,13.2,28,4.0,1.43,10.0,28.0,28.3,3,16,7.89,3.26,0.89,0,0,
5.0,Arnaz Battle,25.0,WR,10,8,,2,2,100.0,27,0,0.0,0,0.0,1,50.0,24,13.5,13.5,13.5,2.7,118.7,0,0,0.0,13.5,13.5,0,0,
,Team Totals,,,16,16,4-12-0,204,389,52.4,1898,8,2.1,21,5.4,96,31.4,89,5.6,3.61,10.7,118.6,53.6,48,292,10.98,4.34,2.55,1,2,
